item,user,user_name,item_name,LLM_rating,LLM_interaction_HTML,rating
13,0,Sarah Gonzalez,Cats for Dummies (For Dummies (Computer/Tech)),1.0,,1.0
14,0,Sarah Gonzalez,The Berenstain Bears Go Out for the Team,1.0,,1.0
15,0,Sarah Gonzalez,Italian: Level 1 (Learn in Your Car) (Italian Edition),3.0,,3.0
16,0,Sarah Gonzalez,The Best Thing I Ever Did for My Marriage: 50 Real Life Stories,1.0,,1.0
17,0,Sarah Gonzalez,Bonechillers: 13 Twisted Tales of Terror,1.0,,1.0
18,0,Sarah Gonzalez,Liberating Paris : A Novel,1.0,,1.0
19,0,Sarah Gonzalez,Bin Laden: Behind the Mask of the Terrorist,2.0,,2.0
0,1,Alex Wallace,Zen's Chinese Heritage -- The Masters & Their Teachings,2.0,,2.0
1,1,Alex Wallace,Ain't Nobody's Bizness (Five Star Expressions),1.0,,1.0
2,1,Alex Wallace,A terrible thunder: The story of the New Orleans sniper,1.0,,1.0
3,1,Alex Wallace,The Day and the Hour,1.0,,1.0
4,1,Alex Wallace,"Fallen Stars, Bitter Waters - America Has Fallen, The Antichrist Reigns...",1.0,,1.0
5,1,Alex Wallace,"600,000 Terms Large Russian-English-Russian Dictionary of Modern Words and Phrases on CD-ROM",1.0,,1.0
6,1,Alex Wallace,Home Maintenance for Dummies (For Dummies (Computer/Tech)),1.0,,1.0
7,1,Alex Wallace,FOUCAULTS PENDULUM,1.0,,1.0
8,1,Alex Wallace,Rescuing Jesus from the Christians,1.0,,1.0
9,1,Alex Wallace,Four Things My Geeky-Jock-of-a-Best Friend Must Do in Europe,1.0,,1.0
10,1,Alex Wallace,Last Crusade: Spain 1936,1.0,,1.0
11,1,Alex Wallace,Youth Football Skills & Drills: A New Coach's Guide,1.0,,1.0
12,1,Alex Wallace,Green Arrow: Quiver (Green Arrow (Graphic Novels)),1.0,,1.0
13,1,Alex Wallace,Cats for Dummies (For Dummies (Computer/Tech)),1.0,,1.0
14,1,Alex Wallace,The Berenstain Bears Go Out for the Team,1.0,,1.0
15,1,Alex Wallace,Italian: Level 1 (Learn in Your Car) (Italian Edition),1.0,,1.0
16,1,Alex Wallace,The Best Thing I Ever Did for My Marriage: 50 Real Life Stories,1.0,,1.0
17,1,Alex Wallace,Bonechillers: 13 Twisted Tales of Terror,1.0,,1.0
18,1,Alex Wallace,Liberating Paris : A Novel,1.0,,1.0
19,1,Alex Wallace,Bin Laden: Behind the Mask of the Terrorist,1.0,,1.0
0,2,Tom Lawson,Zen's Chinese Heritage -- The Masters & Their Teachings,1.0,,1.0
1,2,Tom Lawson,Ain't Nobody's Bizness (Five Star Expressions),1.0,,1.0
2,2,Tom Lawson,A terrible thunder: The story of the New Orleans sniper,1.0,,1.0
3,2,Tom Lawson,The Day and the Hour,1.0,,1.0
4,2,Tom Lawson,"Fallen Stars, Bitter Waters - America Has Fallen, The Antichrist Reigns...",1.0,,1.0
5,2,Tom Lawson,"600,000 Terms Large Russian-English-Russian Dictionary of Modern Words and Phrases on CD-ROM",1.0,,1.0
6,2,Tom Lawson,Home Maintenance for Dummies (For Dummies (Computer/Tech)),1.0,,1.0
7,2,Tom Lawson,FOUCAULTS PENDULUM,1.0,,1.0
8,2,Tom Lawson,Rescuing Jesus from the Christians,1.0,,1.0
9,2,Tom Lawson,Four Things My Geeky-Jock-of-a-Best Friend Must Do in Europe,1.0,,1.0
10,2,Tom Lawson,Last Crusade: Spain 1936,1.0,,1.0
11,2,Tom Lawson,Youth Football Skills & Drills: A New Coach's Guide,1.0,,1.0
12,2,Tom Lawson,Green Arrow: Quiver (Green Arrow (Graphic Novels)),1.0,,1.0
13,2,Tom Lawson,Cats for Dummies (For Dummies (Computer/Tech)),1.0,,1.0
14,2,Tom Lawson,The Berenstain Bears Go Out for the Team,1.0,,1.0
15,2,Tom Lawson,Italian: Level 1 (Learn in Your Car) (Italian Edition),1.0,,1.0
16,2,Tom Lawson,The Best Thing I Ever Did for My Marriage: 50 Real Life Stories,1.0,,1.0
17,2,Tom Lawson,Bonechillers: 13 Twisted Tales of Terror,1.0,,1.0
18,2,Tom Lawson,Liberating Paris : A Novel,1.0,,1.0
19,2,Tom Lawson,Bin Laden: Behind the Mask of the Terrorist,1.0,,1.0
0,3,Emma Parker,Zen's Chinese Heritage -- The Masters & Their Teachings,3.0,,3.0
1,3,Emma Parker,Ain't Nobody's Bizness (Five Star Expressions),3.0,,3.0
2,3,Emma Parker,A terrible thunder: The story of the New Orleans sniper,3.0,,3.0
3,3,Emma Parker,The Day and the Hour,3.0,,3.0
4,3,Emma Parker,"Fallen Stars, Bitter Waters - America Has Fallen, The Antichrist Reigns...",3.0,,3.0
5,3,Emma Parker,"600,000 Terms Large Russian-English-Russian Dictionary of Modern Words and Phrases on CD-ROM",3.0,,3.0
6,3,Emma Parker,Home Maintenance for Dummies (For Dummies (Computer/Tech)),3.0,,3.0
7,3,Emma Parker,FOUCAULTS PENDULUM,3.0,,3.0
8,3,Emma Parker,Rescuing Jesus from the Christians,3.0,,3.0
9,3,Emma Parker,Four Things My Geeky-Jock-of-a-Best Friend Must Do in Europe,3.0,,3.0
10,3,Emma Parker,Last Crusade: Spain 1936,3.0,,3.0
11,3,Emma Parker,Youth Football Skills & Drills: A New Coach's Guide,3.0,,3.0
12,3,Emma Parker,Green Arrow: Quiver (Green Arrow (Graphic Novels)),3.0,,3.0
13,3,Emma Parker,Cats for Dummies (For Dummies (Computer/Tech)),3.0,,3.0
14,3,Emma Parker,The Berenstain Bears Go Out for the Team,3.0,,3.0
15,3,Emma Parker,Italian: Level 1 (Learn in Your Car) (Italian Edition),3.0,,3.0
16,3,Emma Parker,The Best Thing I Ever Did for My Marriage: 50 Real Life Stories,3.0,,3.0
17,3,Emma Parker,Bonechillers: 13 Twisted Tales of Terror,3.0,,3.0
18,3,Emma Parker,Liberating Paris : A Novel,3.0,,3.0
19,3,Emma Parker,Bin Laden: Behind the Mask of the Terrorist,3.0,,3.0
0,0,Rachel Taylor,"Black Skin, white Masks",3.0,,3.0
1,0,Rachel Taylor,"Little Joe, Superstar: The Films of Joe Dallesandro",3.0,,3.0
2,0,Rachel Taylor,"Shoes: A Celebration of Pumps, Sandals, Slippers & More",3.0,,3.0
3,0,Rachel Taylor,Suture Self (Bed-And-Breakfast Mysteries),3.0,,3.0
4,0,Rachel Taylor,Saucer,3.0,,3.0
5,0,Rachel Taylor,How to Date Young Women: For Men over 35 vol II (Advanced Skills),3.0,,3.0
6,0,Rachel Taylor,A Man Without Words.,3.0,,3.0
7,0,Rachel Taylor,A Perilous Proposal (Carolina Cousins #1),3.0,,3.0
8,0,Rachel Taylor,One Fine Day,3.0,,3.0
9,0,Rachel Taylor,I Do (But I Don't),3.0,,3.0
10,0,Rachel Taylor,The Middlegame - Book I : Static Features (Algebraic Edition) (Bk. 1),3.0,,3.0
11,0,Rachel Taylor,Kant's Transcendental Idealism: An Interpretation and Defense,3.0,,3.0
12,0,Rachel Taylor,Veeck-- as in wreck: The autobiography of Bill Veeck (Sports library),3.0,,3.0
13,0,Rachel Taylor,Forgiveness and Jesus: The Meeting Place of 'A Course in Miracles' and Christianity,3.0,,3.0
14,0,Rachel Taylor,1000 Glass Beads: Innovation & Imagination in Contemporary Glass Beadmaking (500 Series),3.0,,3.0
15,0,Rachel Taylor,Gun trader's guide,3.0,,3.0
16,0,Rachel Taylor,Pleiadian Perspectives on Human Evolution,3.0,,3.0
17,0,Rachel Taylor,Operating Systems: Internals and Design Principles (4th Edition),3.0,,3.0
18,0,Rachel Taylor,God Is More than Enough (LifeChange Books),3.0,,3.0
19,0,Rachel Taylor,Spencerville,3.0,,3.0
0,1,Michael Young,"Black Skin, white Masks",3.0,,3.0
1,1,Michael Young,"Little Joe, Superstar: The Films of Joe Dallesandro",3.0,,3.0
2,1,Michael Young,"Shoes: A Celebration of Pumps, Sandals, Slippers & More",3.0,,3.0
3,1,Michael Young,Suture Self (Bed-And-Breakfast Mysteries),3.0,,3.0
4,1,Michael Young,Saucer,3.0,,3.0
5,1,Michael Young,How to Date Young Women: For Men over 35 vol II (Advanced Skills),1.0,,1.0
6,1,Michael Young,A Man Without Words.,3.0,,3.0
7,1,Michael Young,A Perilous Proposal (Carolina Cousins #1),3.0,,3.0
8,1,Michael Young,One Fine Day,3.0,,3.0
9,1,Michael Young,I Do (But I Don't),3.0,,3.0
10,1,Michael Young,The Middlegame - Book I : Static Features (Algebraic Edition) (Bk. 1),3.0,,3.0
11,1,Michael Young,Kant's Transcendental Idealism: An Interpretation and Defense,1.0,,1.0
12,1,Michael Young,Veeck-- as in wreck: The autobiography of Bill Veeck (Sports library),3.0,,3.0
13,1,Michael Young,Forgiveness and Jesus: The Meeting Place of 'A Course in Miracles' and Christianity,3.0,,3.0
14,1,Michael Young,1000 Glass Beads: Innovation & Imagination in Contemporary Glass Beadmaking (500 Series),3.0,,3.0
15,1,Michael Young,Gun trader's guide,3.0,,3.0
16,1,Michael Young,Pleiadian Perspectives on Human Evolution,3.0,,3.0
17,1,Michael Young,Operating Systems: Internals and Design Principles (4th Edition),3.0,,3.0
18,1,Michael Young,God Is More than Enough (LifeChange Books),3.0,,3.0
19,1,Michael Young,Spencerville,3.0,,3.0
0,2,Laura Jenkins,"Black Skin, white Masks",1.0,,1.0
1,2,Laura Jenkins,"Little Joe, Superstar: The Films of Joe Dallesandro",1.0,,1.0
2,2,Laura Jenkins,"Shoes: A Celebration of Pumps, Sandals, Slippers & More",1.0,,1.0
3,2,Laura Jenkins,Suture Self (Bed-And-Breakfast Mysteries),1.0,,1.0
4,2,Laura Jenkins,Saucer,1.0,,1.0
5,2,Laura Jenkins,How to Date Young Women: For Men over 35 vol II (Advanced Skills),1.0,,1.0
6,2,Laura Jenkins,A Man Without Words.,1.0,,1.0
7,2,Laura Jenkins,A Perilous Proposal (Carolina Cousins #1),1.0,,1.0
8,2,Laura Jenkins,One Fine Day,1.0,,1.0
9,2,Laura Jenkins,I Do (But I Don't),1.0,,1.0
10,2,Laura Jenkins,The Middlegame - Book I : Static Features (Algebraic Edition) (Bk. 1),1.0,,1.0
11,2,Laura Jenkins,Kant's Transcendental Idealism: An Interpretation and Defense,1.0,,1.0
12,2,Laura Jenkins,Veeck-- as in wreck: The autobiography of Bill Veeck (Sports library),1.0,,1.0
13,2,Laura Jenkins,Forgiveness and Jesus: The Meeting Place of 'A Course in Miracles' and Christianity,1.0,,1.0
14,2,Laura Jenkins,1000 Glass Beads: Innovation & Imagination in Contemporary Glass Beadmaking (500 Series),1.0,,1.0
15,2,Laura Jenkins,Gun trader's guide,1.0,,1.0
16,2,Laura Jenkins,Pleiadian Perspectives on Human Evolution,1.0,,1.0
17,2,Laura Jenkins,Operating Systems: Internals and Design Principles (4th Edition),1.0,,1.0
18,2,Laura Jenkins,God Is More than Enough (LifeChange Books),1.0,,1.0
19,2,Laura Jenkins,Spencerville,1.0,,1.0
0,3,David Giu,"Black Skin, white Masks",1.0,,1.0
1,3,David Giu,"Little Joe, Superstar: The Films of Joe Dallesandro",1.0,,1.0
2,3,David Giu,"Shoes: A Celebration of Pumps, Sandals, Slippers & More",1.0,,1.0
3,3,David Giu,Suture Self (Bed-And-Breakfast Mysteries),1.0,,1.0
4,3,David Giu,Saucer,1.0,,1.0
5,3,David Giu,How to Date Young Women: For Men over 35 vol II (Advanced Skills),1.0,,1.0
6,3,David Giu,A Man Without Words.,1.0,,1.0
7,3,David Giu,A Perilous Proposal (Carolina Cousins #1),1.0,,1.0
8,3,David Giu,One Fine Day,1.0,,1.0
9,3,David Giu,I Do (But I Don't),1.0,,1.0
10,3,David Giu,The Middlegame - Book I : Static Features (Algebraic Edition) (Bk. 1),1.0,,1.0
11,3,David Giu,Kant's Transcendental Idealism: An Interpretation and Defense,1.0,,1.0
12,3,David Giu,Veeck-- as in wreck: The autobiography of Bill Veeck (Sports library),1.0,,1.0
13,3,David Giu,Forgiveness and Jesus: The Meeting Place of 'A Course in Miracles' and Christianity,1.0,,1.0
14,3,David Giu,1000 Glass Beads: Innovation & Imagination in Contemporary Glass Beadmaking (500 Series),1.0,,1.0
15,3,David Giu,Gun trader's guide,1.0,,1.0
16,3,David Giu,Pleiadian Perspectives on Human Evolution,1.0,,1.0
17,3,David Giu,Operating Systems: Internals and Design Principles (4th Edition),1.0,,1.0
18,3,David Giu,God Is More than Enough (LifeChange Books),1.0,,1.0
19,3,David Giu,Spencerville,1.0,,1.0
0,0,Emily Peterson,Killer on the Road (Silent Terror),3.0,,3.0
1,0,Emily Peterson,Creative Book Reports: Fun Projects with Rubrics for Fiction and Nonfiction [With CDROM],1.0,,1.0
2,0,Emily Peterson,Thai in Minutes: Over 120 Inspirational Recipes,1.0,,1.0
3,0,Emily Peterson,Hawksbill Station,3.0,,3.0
