item,user,user_name,item_name,LLM_rating,LLM_interaction_HTML,rating,should_be
49,0,William Anderson,Getting Started in Currency Trading: Winning in Today's Hottest Marketplace,5.0,,5.0,>=5
50,0,William Anderson,The 7 Irrefutable Rules of Small Business Growth,5.0,,5.0,>=5
51,0,William Anderson,Exploring Economics,5.0,,5.0,>=5
52,0,William Anderson,Consulting: The Business that Generates Mega Dollars and Puts You In Control of Your Financial Future,5.0,,5.0,>=5
53,0,William Anderson,The world of silence (6067),5.0,,5.0,>=5
54,0,William Anderson,"Growing & Marketing Ginseng, Goldenseal & Other Woodland Medicinals",5.0,,5.0,>=5
55,0,William Anderson,The Cure: How a Father Raised $100 Million--And Bucked the Medical Establishment--In a Quest to Save His Children,5.0,,5.0,>=5
56,0,William Anderson,Building Public Trust: The Future of Corporate Reporting,5.0,,5.0,>=5
57,0,William Anderson,Progress And Poverty (Notable American Authors),5.0,,5.0,>=5
58,0,William Anderson,How Charts Can Help You in the Stock Market,5.0,,5.0,>=5
59,0,William Anderson,Effective phrases for performance appraisals: A guide to successful evaluations,5.0,,5.0,>=5
60,0,William Anderson,The Big Book of Filth: 6500 Sex Slang Words and Phrases (Reference),5.0,,5.0,>=5
61,0,William Anderson,"Reiki Energy Medicine: Bringing Healing Touch into Home, Hospital, and Hospice",5.0,,5.0,>=5
62,0,William Anderson,"Absolute Beginner's Guide to Half-Marathon Training: Get Ready to Run or Walk a 5K, 8K, 10K or Half-Marathon Race",5.0,,5.0,>=5
63,0,William Anderson,True Happiness,5.0,,5.0,>=5
64,0,William Anderson,Speak the Language of Healing: Living With Breast Cancer Without Going to War,5.0,,5.0,>=5
65,0,William Anderson,Constant Craving: What Your Food Cravings Mean and How to Overcome Them,5.0,,5.0,>=5
66,0,William Anderson,20-Minute Yoga Workouts,5.0,,5.0,>=5
67,0,William Anderson,Living Well with Cancer: A Nurse Tells You Everything You Need to Know,5.0,,5.0,>=5
68,0,William Anderson,"Shape Magazine's Ultimate Body Book: 4 Weeks to Your Best Abs, Butt, Thighs, and More!",5.0,,5.0,>=5
69,0,William Anderson,Yoga for Emotional Flow,5.0,,5.0,>=5
70,0,William Anderson,Fat Chance,5.0,,5.0,>=5
71,0,William Anderson,The Yoga Tradition of the Mysore Palace,5.0,,5.0,>=5
72,0,William Anderson,I'll Never Have Sex with You Again! : Tales from the Delivery Room,5.0,,5.0,>=5
73,0,William Anderson,Your Best Face Without Surgery,5.0,,5.0,>=5
74,0,William Anderson,Breaking Free from Emotional Eating,5.0,,5.0,>=5
75,0,William Anderson,"Having Faith - Ecologist's Journey to Motherhood (01) by Steingraber, Sandra [Paperback (2001)]",5.0,,5.0,>=5
76,0,William Anderson,You'll Never Make Love in This Town Again,5.0,,5.0,>=5
77,0,William Anderson,Defeating Diabetes,5.0,,5.0,>=5
78,0,William Anderson,Stronger Abs and Back,5.0,,5.0,>=5
79,0,William Anderson,The G-index Diet - The Missing Link That Makes Permanent Weight Loss Possible,5.0,,5.0,>=5
80,0,William Anderson,Essays And Aphorisms,5.0,,5.0,>=5
81,0,William Anderson,"Either/or;: A fragment of life,",5.0,,5.0,>=5
82,0,William Anderson,The Genealogy Of Morals,5.0,,5.0,>=5
83,0,William Anderson,Get a Grip on Philosophy,5.0,,5.0,>=5
84,0,William Anderson,Philosophy: Introduction to the Art of Wondering,5.0,,5.0,>=5
85,0,William Anderson,To Have or to Be?,5.0,,5.0,>=5
86,0,William Anderson,The Essential Plato,5.0,,5.0,>=5
87,0,William Anderson,On Liberty,5.0,,5.0,>=5
88,0,William Anderson,Of the Nature of Things,5.0,,5.0,>=5
89,0,William Anderson,Hiawatha,5.0,,5.0,>=5
90,0,William Anderson,The Design Revolution: Answering the Toughest Questions About Intelligent Design,5.0,,5.0,>=5
91,0,William Anderson,Meaningful to Behold,5.0,,5.0,>=5
92,0,William Anderson,Basic Writings of Nietzsche (Modern Library Classics),5.0,,5.0,>=5
93,0,William Anderson,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,5.0,,5.0,>=5
94,0,William Anderson,Zen in the Martial Arts,5.0,,5.0,>=5
95,0,William Anderson,Sceptical essays,5.0,,5.0,>=5
96,0,William Anderson,Russian Thinkers (Penguin Philosophy),5.0,,5.0,>=5
97,0,William Anderson,Discourses on Livy,5.0,,5.0,>=5
98,0,William Anderson,The Philosophy of Mind: A Short Introduction,5.0,,5.0,>=5
99,0,William Anderson,Matter and Consciousness: A Contemporary Introduction to the Philosophy of Mind,5.0,,5.0,>=5
100,0,William Anderson,Java2 Enterprise Edition 1.4 (J2EE 1.4) Bible,5.0,,5.0,>=5
101,0,William Anderson,Upgrading to PHP 5,5.0,,5.0,>=5
102,0,William Anderson,Teach Yourself VISUALLY Photoshop Elements 2.0,5.0,,5.0,>=5
103,0,William Anderson,Understanding Open Source and Free Software Licensing,5.0,,5.0,>=5
104,0,William Anderson,The Definitive Guide to the .NET Compact Framework,5.0,,5.0,>=5
105,0,William Anderson,Professional VB.NET (Programmer to Programmer),5.0,,5.0,>=5
106,0,William Anderson,Developing Visual Basic Add-ins,5.0,,5.0,>=5
107,0,William Anderson,J2EE 1.4: The Big Picture,5.0,,5.0,>=5
108,0,William Anderson,Game Development Essentials: An Introduction,5.0,,5.0,>=5
109,0,William Anderson,Oracle Net8 Configuration and Troubleshooting,5.0,,5.0,>=5
110,0,William Anderson,Assembly Language Master Class (Wrox Press Master Class),5.0,,5.0,>=5
111,0,William Anderson,Real-Time Concepts for Embedded Systems,5.0,,5.0,>=5
112,0,William Anderson,The Elements of UML&#153; Style (Sigs Reference Library),5.0,,5.0,>=5
113,0,William Anderson,"SWT: The Standard Widget Toolkit, Volume 1",5.0,,5.0,>=5
114,0,William Anderson,Visual C++6 For Dummies,5.0,,5.0,>=5
115,0,William Anderson,The CISA Prep Guide: Mastering the Certified Information Systems Auditor Exam,5.0,,5.0,>=5
116,0,William Anderson,Writing GNU Emacs Extensions,5.0,,5.0,>=5
117,0,William Anderson,Logic and Language Models for Computer Science,5.0,,5.0,>=5
118,0,William Anderson,Software Engineering (International Computer Science Series),5.0,,5.0,>=5
119,0,William Anderson,Michael Abrash's Graphics Programming Black Book (Special Edition),5.0,,5.0,>=5
120,0,William Anderson,This Little Piggy Stayed Home: A Pearls Before Swine Collection,5.0,,5.0,>=5
121,0,William Anderson,Fuzzy Logic Get Fuzzy 2,5.0,,5.0,>=5
122,0,William Anderson,The Great Big Book of Tomorrow: A Treasury of Cartoons,5.0,,5.0,>=5
123,0,William Anderson,Another Day In Cubicle Paradise: A Dilbert Book,5.0,,5.0,>=5
124,0,William Anderson,Mister Ed and Me,5.0,,5.0,>=5
125,0,William Anderson,Dreams of the Rarebit Fiend (Dover Humor),5.0,,5.0,>=5
126,0,William Anderson,Dave Barry's Complete Guide to Guys,5.0,,5.0,>=5
127,0,William Anderson,Outdoor Life: If Nature Calls...Hang Up! (Outdoor Life),5.0,,5.0,>=5
128,0,William Anderson,Nothing's Sacred,5.0,,5.0,>=5
129,0,William Anderson,The Official Exceptions to the Rules of Golf,5.0,,5.0,>=5
130,0,William Anderson,Dave Barry Does Japan,5.0,,5.0,>=5
131,0,William Anderson,The Heinous Truth! about Utah!,5.0,,5.0,>=5
132,0,William Anderson,The Twelve Days of Christmas,5.0,,5.0,>=5
133,0,William Anderson,Got War?: A Doonesbury Book (Doonesbury Collection),5.0,,5.0,>=5
134,0,William Anderson,Company;: A musical comedy ([A Random House play]),5.0,,5.0,>=5
135,0,William Anderson,Return of the Bunny Suicides,5.0,,5.0,>=5
136,0,William Anderson,Look at My Striped Shirt!: Confessions of the People You Love to Hate,5.0,,5.0,>=5
137,0,William Anderson,Stupid Crook Book,5.0,,5.0,>=5
138,0,William Anderson,Answer Me This!,5.0,,5.0,>=5
139,0,William Anderson,Canceled Flight: 101 Tried and True Pigeon Killin' Methods,5.0,,5.0,>=5
140,0,William Anderson,"The Collected Plays of Neil Simon, Vol. 2",5.0,,5.0,>=5
141,0,William Anderson,Titus Andronicus (Oxford Shakespeare),5.0,,5.0,>=5
142,0,William Anderson,Musical Comedy Murders of 1940,5.0,,5.0,>=5
143,0,William Anderson,Night Watch: Discworld #27,5.0,,5.0,>=5
144,0,William Anderson,King Richard III,5.0,,5.0,>=5
145,0,William Anderson,The mousetrap,5.0,,5.0,>=5
146,0,William Anderson,The Misanthrope and other Plays,5.0,,5.0,>=5
147,0,William Anderson,The visit;: A play in three acts,5.0,,5.0,>=5
148,0,William Anderson,The 39 Steps,5.0,,5.0,>=5
149,0,William Anderson,Man of La Mancha,5.0,,5.0,>=5
150,0,William Anderson,Playwrights At Work,5.0,,5.0,>=5
151,0,William Anderson,Japanese No Dramas (Penguin Classics),5.0,,5.0,>=5
152,0,William Anderson,Hogfather (Discworld),5.0,,5.0,>=5
153,0,William Anderson,WORKS OF WILLIAM SHAKESPEARE,5.0,,5.0,>=5
154,0,William Anderson,In Search of Good Men,5.0,,5.0,>=5
155,0,William Anderson,The Piano Lesson,5.0,,5.0,>=5
156,0,William Anderson,Inherit the Wind,5.0,,5.0,>=5
157,0,William Anderson,Lectures on Shakespeare,5.0,,5.0,>=5
158,0,William Anderson,Cyrano de Bergerac,5.0,,5.0,>=5
159,0,William Anderson,The Complete Works of Shakespeare,5.0,,5.0,>=5
0,1,Sophia Evans,The Tale of the Body Thief,5.0,,5.0,>=5
1,1,Sophia Evans,Old Macdonald Had A Woodshop,5.0,,5.0,>=5
2,1,Sophia Evans,The Dark Descent,5.0,,5.0,>=5
3,1,Sophia Evans,Boomer Goes to School,5.0,,5.0,>=5
4,1,Sophia Evans,The Souvenir Countess (Berkley Sensation),5.0,,5.0,>=5
5,1,Sophia Evans,The Burglar (Vintage Crime/Black Lizard),5.0,,5.0,>=5
6,1,Sophia Evans,The Collector,5.0,,5.0,>=5
7,1,Sophia Evans,The Master of Blacktower,5.0,,5.0,>=5
8,1,Sophia Evans,Hard Times,5.0,,5.0,>=5
9,1,Sophia Evans,A Hard Rain (Star Trek The Next Generation),5.0,,5.0,>=5
10,1,Sophia Evans,Impetuous,5.0,,5.0,>=5
11,1,Sophia Evans,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",5.0,,5.0,>=5
12,1,Sophia Evans,Soulmates Dissipate,5.0,,5.0,>=5
13,1,Sophia Evans,Ultimate Prizes,5.0,,5.0,>=5
14,1,Sophia Evans,The Heart Queen,5.0,,5.0,>=5
15,1,Sophia Evans,Whispers from Yesterday,5.0,,5.0,>=5
16,1,Sophia Evans,Hide,5.0,,5.0,>=5
17,1,Sophia Evans,"Death Takes a Honeymoon (Carnegie Kincaid, Book 4)",5.0,,5.0,>=5
18,1,Sophia Evans,The Mummy Returns,5.0,,5.0,>=5
19,1,Sophia Evans,In God We Trust : But Which One?,5.0,,5.0,>=5
20,1,Sophia Evans,Teach with Your Heart: Lessons I Learned from the Freedom Writers,5.0,,5.0,>=5
21,1,Sophia Evans,Sunlight on the Lawn,5.0,,5.0,>=5
22,1,Sophia Evans,The Bush Dyslexicon: Observations on a National Disorder,5.0,,5.0,>=5
23,1,Sophia Evans,The Spy Went Dancing,5.0,,5.0,>=5
24,1,Sophia Evans,Stolen Innocence: The Jan Broberg Story,5.0,,5.0,>=5
25,1,Sophia Evans,Nixon Reconsidered,5.0,,5.0,>=5
26,1,Sophia Evans,Escaping the Delta: Robert Johnson and the Invention of the Blues,5.0,,5.0,>=5
27,1,Sophia Evans,Out of the Cocoon: A Young Woman's Courageous Flight from the Grip of a Religious Cult,5.0,,5.0,>=5
28,1,Sophia Evans,Birdseed Cookies: A Fractured Memoir,5.0,,5.0,>=5
29,1,Sophia Evans,Some Kind of Miracle LP,5.0,,5.0,>=5
30,1,Sophia Evans,Presidential Anecdotes,5.0,,5.0,>=5
31,1,Sophia Evans,I-Net+ Exam Cram (Exam: 1KO-001),5.0,,5.0,>=5
32,1,Sophia Evans,Moments of Being,5.0,,5.0,>=5
33,1,Sophia Evans,Anton Chekhov: A Life,5.0,,5.0,>=5
34,1,Sophia Evans,Saint Exupry: A Biography,5.0,,5.0,>=5
35,1,Sophia Evans,Blue Melody: Tim Buckley Remembered,5.0,,5.0,>=5
36,1,Sophia Evans,Marathon Man,5.0,,5.0,>=5
37,1,Sophia Evans,Your Mother Has Suffered a Slight Stroke,5.0,,5.0,>=5
38,1,Sophia Evans,"An Unreasonable Woman: A True Story of Shrimpers, Politicos, Polluters, and the Fight for Seadrift, Texas",5.0,,5.0,>=5
39,1,Sophia Evans,"Prodigal genius;: The life of Nikola Tesla,",5.0,,5.0,>=5
40,1,Sophia Evans,The Biggest Con: How the Government Is Fleecing You,5.0,,5.0,>=5
41,1,Sophia Evans,Country Property Dirt Cheap: How I Found My Piece of Inexpensive Rural Land...Plus My Adventures with a $300 Junk Antique Tractor,5.0,,5.0,>=5
42,1,Sophia Evans,Marketing: Connecting with Customers,5.0,,5.0,>=5
43,1,Sophia Evans,"Million Dollar Networking: The Sure Way To Find, Keep And Grow Your Business (Capital Business)",5.0,,5.0,>=5
44,1,Sophia Evans,Branded: The Buying and Selling of Teenagers,5.0,,5.0,>=5
45,1,Sophia Evans,Pikachu s Global Adventure: The Rise and Fall of Pok&eacute;mon,5.0,,5.0,>=5
46,1,Sophia Evans,Starting and Succeeding in Real Estate,5.0,,5.0,>=5
47,1,Sophia Evans,The Big Sister's Guide to the World of Work: The Inside Rules Every Working Girl Must Know,5.0,,5.0,>=5
48,1,Sophia Evans,The Advertising Agency Business: The Complete Manual for Management & Operation,5.0,,5.0,>=5
49,1,Sophia Evans,Getting Started in Currency Trading: Winning in Today's Hottest Marketplace,5.0,,5.0,>=5
50,1,Sophia Evans,The 7 Irrefutable Rules of Small Business Growth,5.0,,5.0,>=5
51,1,Sophia Evans,Exploring Economics,5.0,,5.0,>=5
52,1,Sophia Evans,Consulting: The Business that Generates Mega Dollars and Puts You In Control of Your Financial Future,5.0,,5.0,>=5
53,1,Sophia Evans,The world of silence (6067),5.0,,5.0,>=5
54,1,Sophia Evans,"Growing & Marketing Ginseng, Goldenseal & Other Woodland Medicinals",5.0,,5.0,>=5
55,1,Sophia Evans,The Cure: How a Father Raised $100 Million--And Bucked the Medical Establishment--In a Quest to Save His Children,5.0,,5.0,>=5
56,1,Sophia Evans,Building Public Trust: The Future of Corporate Reporting,5.0,,5.0,>=5
57,1,Sophia Evans,Progress And Poverty (Notable American Authors),5.0,,5.0,>=5
58,1,Sophia Evans,How Charts Can Help You in the Stock Market,5.0,,5.0,>=5
59,1,Sophia Evans,Effective phrases for performance appraisals: A guide to successful evaluations,5.0,,5.0,>=5
60,1,Sophia Evans,The Big Book of Filth: 6500 Sex Slang Words and Phrases (Reference),5.0,,5.0,>=5
61,1,Sophia Evans,"Reiki Energy Medicine: Bringing Healing Touch into Home, Hospital, and Hospice",5.0,,5.0,>=5
62,1,Sophia Evans,"Absolute Beginner's Guide to Half-Marathon Training: Get Ready to Run or Walk a 5K, 8K, 10K or Half-Marathon Race",5.0,,5.0,>=5
63,1,Sophia Evans,True Happiness,5.0,,5.0,>=5
64,1,Sophia Evans,Speak the Language of Healing: Living With Breast Cancer Without Going to War,5.0,,5.0,>=5
65,1,Sophia Evans,Constant Craving: What Your Food Cravings Mean and How to Overcome Them,5.0,,5.0,>=5
66,1,Sophia Evans,20-Minute Yoga Workouts,5.0,,5.0,>=5
67,1,Sophia Evans,Living Well with Cancer: A Nurse Tells You Everything You Need to Know,5.0,,5.0,>=5
68,1,Sophia Evans,"Shape Magazine's Ultimate Body Book: 4 Weeks to Your Best Abs, Butt, Thighs, and More!",5.0,,5.0,>=5
69,1,Sophia Evans,Yoga for Emotional Flow,5.0,,5.0,>=5
70,1,Sophia Evans,Fat Chance,5.0,,5.0,>=5
71,1,Sophia Evans,The Yoga Tradition of the Mysore Palace,5.0,,5.0,>=5
72,1,Sophia Evans,I'll Never Have Sex with You Again! : Tales from the Delivery Room,5.0,,5.0,>=5
73,1,Sophia Evans,Your Best Face Without Surgery,5.0,,5.0,>=5
74,1,Sophia Evans,Breaking Free from Emotional Eating,5.0,,5.0,>=5
75,1,Sophia Evans,"Having Faith - Ecologist's Journey to Motherhood (01) by Steingraber, Sandra [Paperback (2001)]",5.0,,5.0,>=5
76,1,Sophia Evans,You'll Never Make Love in This Town Again,5.0,,5.0,>=5
77,1,Sophia Evans,Defeating Diabetes,5.0,,5.0,>=5
78,1,Sophia Evans,Stronger Abs and Back,5.0,,5.0,>=5
79,1,Sophia Evans,The G-index Diet - The Missing Link That Makes Permanent Weight Loss Possible,5.0,,5.0,>=5
80,1,Sophia Evans,Essays And Aphorisms,5.0,,5.0,>=5
81,1,Sophia Evans,"Either/or;: A fragment of life,",5.0,,5.0,>=5
82,1,Sophia Evans,The Genealogy Of Morals,5.0,,5.0,>=5
83,1,Sophia Evans,Get a Grip on Philosophy,5.0,,5.0,>=5
84,1,Sophia Evans,Philosophy: Introduction to the Art of Wondering,5.0,,5.0,>=5
85,1,Sophia Evans,To Have or to Be?,5.0,,5.0,>=5
86,1,Sophia Evans,The Essential Plato,5.0,,5.0,>=5
87,1,Sophia Evans,On Liberty,5.0,,5.0,>=5
88,1,Sophia Evans,Of the Nature of Things,5.0,,5.0,>=5
89,1,Sophia Evans,Hiawatha,5.0,,5.0,>=5
90,1,Sophia Evans,The Design Revolution: Answering the Toughest Questions About Intelligent Design,5.0,,5.0,>=5
91,1,Sophia Evans,Meaningful to Behold,5.0,,5.0,>=5
92,1,Sophia Evans,Basic Writings of Nietzsche (Modern Library Classics),5.0,,5.0,>=5
93,1,Sophia Evans,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,5.0,,5.0,>=5
94,1,Sophia Evans,Zen in the Martial Arts,5.0,,5.0,>=5
95,1,Sophia Evans,Sceptical essays,5.0,,5.0,>=5
96,1,Sophia Evans,Russian Thinkers (Penguin Philosophy),5.0,,5.0,>=5
97,1,Sophia Evans,Discourses on Livy,5.0,,5.0,>=5
98,1,Sophia Evans,The Philosophy of Mind: A Short Introduction,5.0,,5.0,>=5
99,1,Sophia Evans,Matter and Consciousness: A Contemporary Introduction to the Philosophy of Mind,5.0,,5.0,>=5
100,1,Sophia Evans,Java2 Enterprise Edition 1.4 (J2EE 1.4) Bible,5.0,,5.0,>=5
101,1,Sophia Evans,Upgrading to PHP 5,5.0,,5.0,>=5
102,1,Sophia Evans,Teach Yourself VISUALLY Photoshop Elements 2.0,5.0,,5.0,>=5
103,1,Sophia Evans,Understanding Open Source and Free Software Licensing,5.0,,5.0,>=5
104,1,Sophia Evans,The Definitive Guide to the .NET Compact Framework,5.0,,5.0,>=5
105,1,Sophia Evans,Professional VB.NET (Programmer to Programmer),5.0,,5.0,>=5
106,1,Sophia Evans,Developing Visual Basic Add-ins,5.0,,5.0,>=5
107,1,Sophia Evans,J2EE 1.4: The Big Picture,5.0,,5.0,>=5
108,1,Sophia Evans,Game Development Essentials: An Introduction,5.0,,5.0,>=5
109,1,Sophia Evans,Oracle Net8 Configuration and Troubleshooting,5.0,,5.0,>=5
110,1,Sophia Evans,Assembly Language Master Class (Wrox Press Master Class),5.0,,5.0,>=5
111,1,Sophia Evans,Real-Time Concepts for Embedded Systems,5.0,,5.0,>=5
112,1,Sophia Evans,The Elements of UML&#153; Style (Sigs Reference Library),5.0,,5.0,>=5
113,1,Sophia Evans,"SWT: The Standard Widget Toolkit, Volume 1",5.0,,5.0,>=5
114,1,Sophia Evans,Visual C++6 For Dummies,5.0,,5.0,>=5
115,1,Sophia Evans,The CISA Prep Guide: Mastering the Certified Information Systems Auditor Exam,5.0,,5.0,>=5
116,1,Sophia Evans,Writing GNU Emacs Extensions,5.0,,5.0,>=5
117,1,Sophia Evans,Logic and Language Models for Computer Science,5.0,,5.0,>=5
118,1,Sophia Evans,Software Engineering (International Computer Science Series),5.0,,5.0,>=5
119,1,Sophia Evans,Michael Abrash's Graphics Programming Black Book (Special Edition),5.0,,5.0,>=5
120,1,Sophia Evans,This Little Piggy Stayed Home: A Pearls Before Swine Collection,5.0,,5.0,>=5
121,1,Sophia Evans,Fuzzy Logic Get Fuzzy 2,5.0,,5.0,>=5
122,1,Sophia Evans,The Great Big Book of Tomorrow: A Treasury of Cartoons,5.0,,5.0,>=5
123,1,Sophia Evans,Another Day In Cubicle Paradise: A Dilbert Book,5.0,,5.0,>=5
124,1,Sophia Evans,Mister Ed and Me,5.0,,5.0,>=5
125,1,Sophia Evans,Dreams of the Rarebit Fiend (Dover Humor),5.0,,5.0,>=5
126,1,Sophia Evans,Dave Barry's Complete Guide to Guys,5.0,,5.0,>=5
127,1,Sophia Evans,Outdoor Life: If Nature Calls...Hang Up! (Outdoor Life),5.0,,5.0,>=5
128,1,Sophia Evans,Nothing's Sacred,5.0,,5.0,>=5
129,1,Sophia Evans,The Official Exceptions to the Rules of Golf,5.0,,5.0,>=5
130,1,Sophia Evans,Dave Barry Does Japan,5.0,,5.0,>=5
131,1,Sophia Evans,The Heinous Truth! about Utah!,5.0,,5.0,>=5
132,1,Sophia Evans,The Twelve Days of Christmas,5.0,,5.0,>=5
133,1,Sophia Evans,Got War?: A Doonesbury Book (Doonesbury Collection),5.0,,5.0,>=5
134,1,Sophia Evans,Company;: A musical comedy ([A Random House play]),5.0,,5.0,>=5
135,1,Sophia Evans,Return of the Bunny Suicides,5.0,,5.0,>=5
136,1,Sophia Evans,Look at My Striped Shirt!: Confessions of the People You Love to Hate,5.0,,5.0,>=5
137,1,Sophia Evans,Stupid Crook Book,5.0,,5.0,>=5
138,1,Sophia Evans,Answer Me This!,5.0,,5.0,>=5
139,1,Sophia Evans,Canceled Flight: 101 Tried and True Pigeon Killin' Methods,5.0,,5.0,>=5
140,1,Sophia Evans,"The Collected Plays of Neil Simon, Vol. 2",5.0,,5.0,>=5
141,1,Sophia Evans,Titus Andronicus (Oxford Shakespeare),5.0,,5.0,>=5
142,1,Sophia Evans,Musical Comedy Murders of 1940,5.0,,5.0,>=5
143,1,Sophia Evans,Night Watch: Discworld #27,5.0,,5.0,>=5
144,1,Sophia Evans,King Richard III,5.0,,5.0,>=5
145,1,Sophia Evans,The mousetrap,5.0,,5.0,>=5
146,1,Sophia Evans,The Misanthrope and other Plays,5.0,,5.0,>=5
147,1,Sophia Evans,The visit;: A play in three acts,5.0,,5.0,>=5
148,1,Sophia Evans,The 39 Steps,5.0,,5.0,>=5
149,1,Sophia Evans,Man of La Mancha,5.0,,5.0,>=5
150,1,Sophia Evans,Playwrights At Work,5.0,,5.0,>=5
151,1,Sophia Evans,Japanese No Dramas (Penguin Classics),5.0,,5.0,>=5
152,1,Sophia Evans,Hogfather (Discworld),5.0,,5.0,>=5
153,1,Sophia Evans,WORKS OF WILLIAM SHAKESPEARE,5.0,,5.0,>=5
154,1,Sophia Evans,In Search of Good Men,5.0,,5.0,>=5
155,1,Sophia Evans,The Piano Lesson,5.0,,5.0,>=5
156,1,Sophia Evans,Inherit the Wind,5.0,,5.0,>=5
157,1,Sophia Evans,Lectures on Shakespeare,5.0,,5.0,>=5
158,1,Sophia Evans,Cyrano de Bergerac,5.0,,5.0,>=5
159,1,Sophia Evans,The Complete Works of Shakespeare,5.0,,5.0,>=5
0,2,Benjamin Murphy,The Tale of the Body Thief,5.0,,5.0,>=5
1,2,Benjamin Murphy,Old Macdonald Had A Woodshop,5.0,,5.0,>=5
2,2,Benjamin Murphy,The Dark Descent,5.0,,5.0,>=5
3,2,Benjamin Murphy,Boomer Goes to School,5.0,,5.0,>=5
4,2,Benjamin Murphy,The Souvenir Countess (Berkley Sensation),5.0,,5.0,>=5
