item,user,user_name,item_name,LLM_rating,LLM_interaction_HTML,rating
1,1,Oliver Fitzgerald,Sunlight on the Lawn,5.0,,5.0
2,1,Oliver Fitzgerald,The Bush Dyslexicon: Observations on a National Disorder,5.0,,5.0
3,1,Oliver Fitzgerald,The Spy Went Dancing,5.0,,5.0
4,1,Oliver Fitzgerald,Stolen Innocence: The Jan Broberg Story,5.0,,5.0
5,1,Oliver Fitzgerald,Nixon Reconsidered,5.0,,5.0
6,1,Oliver Fitzgerald,Escaping the Delta: Robert Johnson and the Invention of the Blues,5.0,,5.0
7,1,Oliver Fitzgerald,Out of the Cocoon: A Young Woman's Courageous Flight from the Grip of a Religious Cult,5.0,,5.0
8,1,Oliver Fitzgerald,Birdseed Cookies: A Fractured Memoir,5.0,,5.0
9,1,Oliver Fitzgerald,Some Kind of Miracle LP,5.0,,5.0
10,1,Oliver Fitzgerald,Presidential Anecdotes,5.0,,5.0
11,1,Oliver Fitzgerald,I-Net+ Exam Cram (Exam: 1KO-001),1.0,,1.0
12,1,Oliver Fitzgerald,Moments of Being,5.0,,5.0
13,1,Oliver Fitzgerald,Anton Chekhov: A Life,5.0,,5.0
14,1,Oliver Fitzgerald,Saint Exupry: A Biography,5.0,,5.0
15,1,Oliver Fitzgerald,Blue Melody: Tim Buckley Remembered,5.0,,5.0
16,1,Oliver Fitzgerald,Marathon Man,5.0,,5.0
17,1,Oliver Fitzgerald,Your Mother Has Suffered a Slight Stroke,5.0,,5.0
18,1,Oliver Fitzgerald,"An Unreasonable Woman: A True Story of Shrimpers, Politicos, Polluters, and the Fight for Seadrift, Texas",5.0,,5.0
19,1,Oliver Fitzgerald,"Prodigal genius;: The life of Nikola Tesla,",5.0,,5.0
0,2,Sophie Jenkins,Teach with Your Heart: Lessons I Learned from the Freedom Writers,5.0,,5.0
1,2,Sophie Jenkins,Sunlight on the Lawn,5.0,,5.0
2,2,Sophie Jenkins,The Bush Dyslexicon: Observations on a National Disorder,3.0,,3.0
3,2,Sophie Jenkins,The Spy Went Dancing,4.0,,4.0
4,2,Sophie Jenkins,Stolen Innocence: The Jan Broberg Story,5.0,,5.0
5,2,Sophie Jenkins,Nixon Reconsidered,5.0,,5.0
6,2,Sophie Jenkins,Escaping the Delta: Robert Johnson and the Invention of the Blues,4.0,,4.0
7,2,Sophie Jenkins,Out of the Cocoon: A Young Woman's Courageous Flight from the Grip of a Religious Cult,5.0,,5.0
8,2,Sophie Jenkins,Birdseed Cookies: A Fractured Memoir,5.0,,5.0
9,2,Sophie Jenkins,Some Kind of Miracle LP,5.0,,5.0
10,2,Sophie Jenkins,Presidential Anecdotes,5.0,,5.0
11,2,Sophie Jenkins,I-Net+ Exam Cram (Exam: 1KO-001),1.0,,1.0
12,2,Sophie Jenkins,Moments of Being,5.0,,5.0
13,2,Sophie Jenkins,Anton Chekhov: A Life,5.0,,5.0
14,2,Sophie Jenkins,Saint Exupry: A Biography,5.0,,5.0
15,2,Sophie Jenkins,Blue Melody: Tim Buckley Remembered,5.0,,5.0
16,2,Sophie Jenkins,Marathon Man,4.0,,4.0
17,2,Sophie Jenkins,Your Mother Has Suffered a Slight Stroke,5.0,,5.0
18,2,Sophie Jenkins,"An Unreasonable Woman: A True Story of Shrimpers, Politicos, Polluters, and the Fight for Seadrift, Texas",5.0,,5.0
19,2,Sophie Jenkins,"Prodigal genius;: The life of Nikola Tesla,",5.0,,5.0
0,3,Max Sanchez,Teach with Your Heart: Lessons I Learned from the Freedom Writers,5.0,,5.0
1,3,Max Sanchez,Sunlight on the Lawn,3.0,,3.0
2,3,Max Sanchez,The Bush Dyslexicon: Observations on a National Disorder,3.0,,3.0
3,3,Max Sanchez,The Spy Went Dancing,5.0,,5.0
4,3,Max Sanchez,Stolen Innocence: The Jan Broberg Story,5.0,,5.0
5,3,Max Sanchez,Nixon Reconsidered,5.0,,5.0
6,3,Max Sanchez,Escaping the Delta: Robert Johnson and the Invention of the Blues,5.0,,5.0
7,3,Max Sanchez,Out of the Cocoon: A Young Woman's Courageous Flight from the Grip of a Religious Cult,5.0,,5.0
8,3,Max Sanchez,Birdseed Cookies: A Fractured Memoir,4.0,,4.0
9,3,Max Sanchez,Some Kind of Miracle LP,5.0,,5.0
10,3,Max Sanchez,Presidential Anecdotes,5.0,,5.0
11,3,Max Sanchez,I-Net+ Exam Cram (Exam: 1KO-001),1.0,,1.0
12,3,Max Sanchez,Moments of Being,5.0,,5.0
13,3,Max Sanchez,Anton Chekhov: A Life,5.0,,5.0
14,3,Max Sanchez,Saint Exupry: A Biography,5.0,,5.0
15,3,Max Sanchez,Blue Melody: Tim Buckley Remembered,5.0,,5.0
16,3,Max Sanchez,Marathon Man,3.0,,3.0
17,3,Max Sanchez,Your Mother Has Suffered a Slight Stroke,5.0,,5.0
18,3,Max Sanchez,"An Unreasonable Woman: A True Story of Shrimpers, Politicos, Polluters, and the Fight for Seadrift, Texas",5.0,,5.0
19,3,Max Sanchez,"Prodigal genius;: The life of Nikola Tesla,",5.0,,5.0
0,0,Sarah Gonzalez,The Biggest Con: How the Government Is Fleecing You,5.0,,5.0
1,0,Sarah Gonzalez,Country Property Dirt Cheap: How I Found My Piece of Inexpensive Rural Land...Plus My Adventures with a $300 Junk Antique Tractor,3.0,,3.0
2,0,Sarah Gonzalez,Marketing: Connecting with Customers,4.0,,4.0
3,0,Sarah Gonzalez,"Million Dollar Networking: The Sure Way To Find, Keep And Grow Your Business (Capital Business)",5.0,,5.0
4,0,Sarah Gonzalez,Branded: The Buying and Selling of Teenagers,3.0,,3.0
5,0,Sarah Gonzalez,Pikachu s Global Adventure: The Rise and Fall of Pok&eacute;mon,4.0,,4.0
6,0,Sarah Gonzalez,Starting and Succeeding in Real Estate,4.0,,4.0
7,0,Sarah Gonzalez,The Big Sister's Guide to the World of Work: The Inside Rules Every Working Girl Must Know,3.0,,3.0
8,0,Sarah Gonzalez,The Advertising Agency Business: The Complete Manual for Management & Operation,4.0,,4.0
9,0,Sarah Gonzalez,Getting Started in Currency Trading: Winning in Today's Hottest Marketplace,5.0,,5.0
10,0,Sarah Gonzalez,The 7 Irrefutable Rules of Small Business Growth,5.0,,5.0
11,0,Sarah Gonzalez,Exploring Economics,5.0,,5.0
12,0,Sarah Gonzalez,Consulting: The Business that Generates Mega Dollars and Puts You In Control of Your Financial Future,5.0,,5.0
13,0,Sarah Gonzalez,The world of silence (6067),3.0,,3.0
14,0,Sarah Gonzalez,"Growing & Marketing Ginseng, Goldenseal & Other Woodland Medicinals",4.0,,4.0
15,0,Sarah Gonzalez,The Cure: How a Father Raised $100 Million--And Bucked the Medical Establishment--In a Quest to Save His Children,4.0,,4.0
16,0,Sarah Gonzalez,Building Public Trust: The Future of Corporate Reporting,5.0,,5.0
17,0,Sarah Gonzalez,Progress And Poverty (Notable American Authors),5.0,,5.0
18,0,Sarah Gonzalez,How Charts Can Help You in the Stock Market,5.0,,5.0
19,0,Sarah Gonzalez,Effective phrases for performance appraisals: A guide to successful evaluations,5.0,,5.0
0,1,Alex Wallace,The Biggest Con: How the Government Is Fleecing You,5.0,,5.0
1,1,Alex Wallace,Country Property Dirt Cheap: How I Found My Piece of Inexpensive Rural Land...Plus My Adventures with a $300 Junk Antique Tractor,3.0,,3.0
2,1,Alex Wallace,Marketing: Connecting with Customers,4.0,,4.0
3,1,Alex Wallace,"Million Dollar Networking: The Sure Way To Find, Keep And Grow Your Business (Capital Business)",4.0,,4.0
4,1,Alex Wallace,Branded: The Buying and Selling of Teenagers,3.0,,3.0
5,1,Alex Wallace,Pikachu s Global Adventure: The Rise and Fall of Pok&eacute;mon,3.0,,3.0
6,1,Alex Wallace,Starting and Succeeding in Real Estate,3.0,,3.0
7,1,Alex Wallace,The Big Sister's Guide to the World of Work: The Inside Rules Every Working Girl Must Know,3.0,,3.0
8,1,Alex Wallace,The Advertising Agency Business: The Complete Manual for Management & Operation,4.0,,4.0
9,1,Alex Wallace,Getting Started in Currency Trading: Winning in Today's Hottest Marketplace,4.0,,4.0
10,1,Alex Wallace,The 7 Irrefutable Rules of Small Business Growth,4.0,,4.0
11,1,Alex Wallace,Exploring Economics,5.0,,5.0
12,1,Alex Wallace,Consulting: The Business that Generates Mega Dollars and Puts You In Control of Your Financial Future,3.0,,3.0
13,1,Alex Wallace,The world of silence (6067),4.0,,4.0
14,1,Alex Wallace,"Growing & Marketing Ginseng, Goldenseal & Other Woodland Medicinals",3.0,,3.0
15,1,Alex Wallace,The Cure: How a Father Raised $100 Million--And Bucked the Medical Establishment--In a Quest to Save His Children,3.0,,3.0
16,1,Alex Wallace,Building Public Trust: The Future of Corporate Reporting,5.0,,5.0
17,1,Alex Wallace,Progress And Poverty (Notable American Authors),5.0,,5.0
18,1,Alex Wallace,How Charts Can Help You in the Stock Market,4.0,,4.0
19,1,Alex Wallace,Effective phrases for performance appraisals: A guide to successful evaluations,3.0,,3.0
0,2,Tom Lawson,The Biggest Con: How the Government Is Fleecing You,5.0,,5.0
1,2,Tom Lawson,Country Property Dirt Cheap: How I Found My Piece of Inexpensive Rural Land...Plus My Adventures with a $300 Junk Antique Tractor,3.0,,3.0
2,2,Tom Lawson,Marketing: Connecting with Customers,4.0,,4.0
3,2,Tom Lawson,"Million Dollar Networking: The Sure Way To Find, Keep And Grow Your Business (Capital Business)",5.0,,5.0
4,2,Tom Lawson,Branded: The Buying and Selling of Teenagers,4.0,,4.0
5,2,Tom Lawson,Pikachu s Global Adventure: The Rise and Fall of Pok&eacute;mon,3.0,,3.0
6,2,Tom Lawson,Starting and Succeeding in Real Estate,5.0,,5.0
7,2,Tom Lawson,The Big Sister's Guide to the World of Work: The Inside Rules Every Working Girl Must Know,3.0,,3.0
8,2,Tom Lawson,The Advertising Agency Business: The Complete Manual for Management & Operation,4.0,,4.0
9,2,Tom Lawson,Getting Started in Currency Trading: Winning in Today's Hottest Marketplace,5.0,,5.0
10,2,Tom Lawson,The 7 Irrefutable Rules of Small Business Growth,5.0,,5.0
11,2,Tom Lawson,Exploring Economics,5.0,,5.0
12,2,Tom Lawson,Consulting: The Business that Generates Mega Dollars and Puts You In Control of Your Financial Future,5.0,,5.0
13,2,Tom Lawson,The world of silence (6067),5.0,,5.0
14,2,Tom Lawson,"Growing & Marketing Ginseng, Goldenseal & Other Woodland Medicinals",5.0,,5.0
15,2,Tom Lawson,The Cure: How a Father Raised $100 Million--And Bucked the Medical Establishment--In a Quest to Save His Children,4.0,,4.0
16,2,Tom Lawson,Building Public Trust: The Future of Corporate Reporting,5.0,,5.0
17,2,Tom Lawson,Progress And Poverty (Notable American Authors),5.0,,5.0
18,2,Tom Lawson,How Charts Can Help You in the Stock Market,5.0,,5.0
19,2,Tom Lawson,Effective phrases for performance appraisals: A guide to successful evaluations,5.0,,5.0
0,3,Emma Parker,The Biggest Con: How the Government Is Fleecing You,5.0,,5.0
1,3,Emma Parker,Country Property Dirt Cheap: How I Found My Piece of Inexpensive Rural Land...Plus My Adventures with a $300 Junk Antique Tractor,3.0,,3.0
2,3,Emma Parker,Marketing: Connecting with Customers,3.0,,3.0
3,3,Emma Parker,"Million Dollar Networking: The Sure Way To Find, Keep And Grow Your Business (Capital Business)",5.0,,5.0
4,3,Emma Parker,Branded: The Buying and Selling of Teenagers,3.0,,3.0
5,3,Emma Parker,Pikachu s Global Adventure: The Rise and Fall of Pok&eacute;mon,3.0,,3.0
6,3,Emma Parker,Starting and Succeeding in Real Estate,3.0,,3.0
7,3,Emma Parker,The Big Sister's Guide to the World of Work: The Inside Rules Every Working Girl Must Know,3.0,,3.0
8,3,Emma Parker,The Advertising Agency Business: The Complete Manual for Management & Operation,3.0,,3.0
9,3,Emma Parker,Getting Started in Currency Trading: Winning in Today's Hottest Marketplace,5.0,,5.0
10,3,Emma Parker,The 7 Irrefutable Rules of Small Business Growth,5.0,,5.0
11,3,Emma Parker,Exploring Economics,5.0,,5.0
12,3,Emma Parker,Consulting: The Business that Generates Mega Dollars and Puts You In Control of Your Financial Future,5.0,,5.0
13,3,Emma Parker,The world of silence (6067),5.0,,5.0
14,3,Emma Parker,"Growing & Marketing Ginseng, Goldenseal & Other Woodland Medicinals",3.0,,3.0
15,3,Emma Parker,The Cure: How a Father Raised $100 Million--And Bucked the Medical Establishment--In a Quest to Save His Children,5.0,,5.0
16,3,Emma Parker,Building Public Trust: The Future of Corporate Reporting,5.0,,5.0
17,3,Emma Parker,Progress And Poverty (Notable American Authors),5.0,,5.0
18,3,Emma Parker,How Charts Can Help You in the Stock Market,5.0,,5.0
19,3,Emma Parker,Effective phrases for performance appraisals: A guide to successful evaluations,3.0,,3.0
0,0,Rachel Taylor,The Big Book of Filth: 6500 Sex Slang Words and Phrases (Reference),1.0,,1.0
1,0,Rachel Taylor,"Reiki Energy Medicine: Bringing Healing Touch into Home, Hospital, and Hospice",5.0,,5.0
2,0,Rachel Taylor,"Absolute Beginner's Guide to Half-Marathon Training: Get Ready to Run or Walk a 5K, 8K, 10K or Half-Marathon Race",5.0,,5.0
3,0,Rachel Taylor,True Happiness,5.0,,5.0
4,0,Rachel Taylor,Speak the Language of Healing: Living With Breast Cancer Without Going to War,5.0,,5.0
5,0,Rachel Taylor,Constant Craving: What Your Food Cravings Mean and How to Overcome Them,5.0,,5.0
6,0,Rachel Taylor,20-Minute Yoga Workouts,5.0,,5.0
7,0,Rachel Taylor,Living Well with Cancer: A Nurse Tells You Everything You Need to Know,5.0,,5.0
8,0,Rachel Taylor,"Shape Magazine's Ultimate Body Book: 4 Weeks to Your Best Abs, Butt, Thighs, and More!",5.0,,5.0
9,0,Rachel Taylor,Yoga for Emotional Flow,5.0,,5.0
10,0,Rachel Taylor,Fat Chance,5.0,,5.0
11,0,Rachel Taylor,The Yoga Tradition of the Mysore Palace,5.0,,5.0
12,0,Rachel Taylor,I'll Never Have Sex with You Again! : Tales from the Delivery Room,3.0,,3.0
13,0,Rachel Taylor,Your Best Face Without Surgery,5.0,,5.0
14,0,Rachel Taylor,Breaking Free from Emotional Eating,5.0,,5.0
15,0,Rachel Taylor,"Having Faith - Ecologist's Journey to Motherhood (01) by Steingraber, Sandra [Paperback (2001)]",5.0,,5.0
16,0,Rachel Taylor,You'll Never Make Love in This Town Again,1.0,,1.0
17,0,Rachel Taylor,Defeating Diabetes,5.0,,5.0
18,0,Rachel Taylor,Stronger Abs and Back,5.0,,5.0
19,0,Rachel Taylor,The G-index Diet - The Missing Link That Makes Permanent Weight Loss Possible,5.0,,5.0
0,1,Michael Young,The Big Book of Filth: 6500 Sex Slang Words and Phrases (Reference),1.0,,1.0
1,1,Michael Young,"Reiki Energy Medicine: Bringing Healing Touch into Home, Hospital, and Hospice",5.0,,5.0
2,1,Michael Young,"Absolute Beginner's Guide to Half-Marathon Training: Get Ready to Run or Walk a 5K, 8K, 10K or Half-Marathon Race",5.0,,5.0
3,1,Michael Young,True Happiness,5.0,,5.0
4,1,Michael Young,Speak the Language of Healing: Living With Breast Cancer Without Going to War,5.0,,5.0
5,1,Michael Young,Constant Craving: What Your Food Cravings Mean and How to Overcome Them,5.0,,5.0
6,1,Michael Young,20-Minute Yoga Workouts,5.0,,5.0
7,1,Michael Young,Living Well with Cancer: A Nurse Tells You Everything You Need to Know,5.0,,5.0
8,1,Michael Young,"Shape Magazine's Ultimate Body Book: 4 Weeks to Your Best Abs, Butt, Thighs, and More!",5.0,,5.0
9,1,Michael Young,Yoga for Emotional Flow,5.0,,5.0
10,1,Michael Young,Fat Chance,5.0,,5.0
11,1,Michael Young,The Yoga Tradition of the Mysore Palace,5.0,,5.0
12,1,Michael Young,I'll Never Have Sex with You Again! : Tales from the Delivery Room,3.0,,3.0
13,1,Michael Young,Your Best Face Without Surgery,5.0,,5.0
14,1,Michael Young,Breaking Free from Emotional Eating,5.0,,5.0
15,1,Michael Young,"Having Faith - Ecologist's Journey to Motherhood (01) by Steingraber, Sandra [Paperback (2001)]",5.0,,5.0
16,1,Michael Young,You'll Never Make Love in This Town Again,3.0,,3.0
17,1,Michael Young,Defeating Diabetes,5.0,,5.0
18,1,Michael Young,Stronger Abs and Back,5.0,,5.0
19,1,Michael Young,The G-index Diet - The Missing Link That Makes Permanent Weight Loss Possible,5.0,,5.0
0,2,Laura Jenkins,The Big Book of Filth: 6500 Sex Slang Words and Phrases (Reference),1.0,,1.0
1,2,Laura Jenkins,"Reiki Energy Medicine: Bringing Healing Touch into Home, Hospital, and Hospice",5.0,,5.0
2,2,Laura Jenkins,"Absolute Beginner's Guide to Half-Marathon Training: Get Ready to Run or Walk a 5K, 8K, 10K or Half-Marathon Race",5.0,,5.0
3,2,Laura Jenkins,True Happiness,5.0,,5.0
4,2,Laura Jenkins,Speak the Language of Healing: Living With Breast Cancer Without Going to War,5.0,,5.0
5,2,Laura Jenkins,Constant Craving: What Your Food Cravings Mean and How to Overcome Them,5.0,,5.0
6,2,Laura Jenkins,20-Minute Yoga Workouts,5.0,,5.0
7,2,Laura Jenkins,Living Well with Cancer: A Nurse Tells You Everything You Need to Know,5.0,,5.0
8,2,Laura Jenkins,"Shape Magazine's Ultimate Body Book: 4 Weeks to Your Best Abs, Butt, Thighs, and More!",5.0,,5.0
9,2,Laura Jenkins,Yoga for Emotional Flow,5.0,,5.0
10,2,Laura Jenkins,Fat Chance,5.0,,5.0
11,2,Laura Jenkins,The Yoga Tradition of the Mysore Palace,5.0,,5.0
12,2,Laura Jenkins,I'll Never Have Sex with You Again! : Tales from the Delivery Room,5.0,,5.0
13,2,Laura Jenkins,Your Best Face Without Surgery,5.0,,5.0
14,2,Laura Jenkins,Breaking Free from Emotional Eating,5.0,,5.0
15,2,Laura Jenkins,"Having Faith - Ecologist's Journey to Motherhood (01) by Steingraber, Sandra [Paperback (2001)]",5.0,,5.0
16,2,Laura Jenkins,You'll Never Make Love in This Town Again,1.0,,1.0
17,2,Laura Jenkins,Defeating Diabetes,5.0,,5.0
18,2,Laura Jenkins,Stronger Abs and Back,5.0,,5.0
19,2,Laura Jenkins,The G-index Diet - The Missing Link That Makes Permanent Weight Loss Possible,5.0,,5.0
0,3,David Giu,The Big Book of Filth: 6500 Sex Slang Words and Phrases (Reference),1.0,,1.0
1,3,David Giu,"Reiki Energy Medicine: Bringing Healing Touch into Home, Hospital, and Hospice",5.0,,5.0
2,3,David Giu,"Absolute Beginner's Guide to Half-Marathon Training: Get Ready to Run or Walk a 5K, 8K, 10K or Half-Marathon Race",5.0,,5.0
3,3,David Giu,True Happiness,5.0,,5.0
4,3,David Giu,Speak the Language of Healing: Living With Breast Cancer Without Going to War,5.0,,5.0
5,3,David Giu,Constant Craving: What Your Food Cravings Mean and How to Overcome Them,5.0,,5.0
6,3,David Giu,20-Minute Yoga Workouts,5.0,,5.0
7,3,David Giu,Living Well with Cancer: A Nurse Tells You Everything You Need to Know,5.0,,5.0
8,3,David Giu,"Shape Magazine's Ultimate Body Book: 4 Weeks to Your Best Abs, Butt, Thighs, and More!",5.0,,5.0
9,3,David Giu,Yoga for Emotional Flow,5.0,,5.0
10,3,David Giu,Fat Chance,5.0,,5.0
11,3,David Giu,The Yoga Tradition of the Mysore Palace,5.0,,5.0
12,3,David Giu,I'll Never Have Sex with You Again! : Tales from the Delivery Room,1.0,,1.0
13,3,David Giu,Your Best Face Without Surgery,5.0,,5.0
14,3,David Giu,Breaking Free from Emotional Eating,5.0,,5.0
15,3,David Giu,"Having Faith - Ecologist's Journey to Motherhood (01) by Steingraber, Sandra [Paperback (2001)]",3.0,,3.0
16,3,David Giu,You'll Never Make Love in This Town Again,1.0,,1.0
17,3,David Giu,Defeating Diabetes,5.0,,5.0
18,3,David Giu,Stronger Abs and Back,5.0,,5.0
19,3,David Giu,The G-index Diet - The Missing Link That Makes Permanent Weight Loss Possible,5.0,,5.0
0,0,Emily Peterson,Essays And Aphorisms,5.0,,5.0
1,0,Emily Peterson,"Either/or;: A fragment of life,",5.0,,5.0
2,0,Emily Peterson,The Genealogy Of Morals,5.0,,5.0
3,0,Emily Peterson,Get a Grip on Philosophy,5.0,,5.0
4,0,Emily Peterson,Philosophy: Introduction to the Art of Wondering,5.0,,5.0
5,0,Emily Peterson,To Have or to Be?,5.0,,5.0
6,0,Emily Peterson,The Essential Plato,5.0,,5.0
7,0,Emily Peterson,On Liberty,5.0,,5.0
8,0,Emily Peterson,Of the Nature of Things,5.0,,5.0
9,0,Emily Peterson,Hiawatha,2.0,,2.0
10,0,Emily Peterson,The Design Revolution: Answering the Toughest Questions About Intelligent Design,5.0,,5.0
