item,user,user_name,item_name,LLM_rating,LLM_interaction_HTML,rating
16,0,Sarah Gonzalez,Speechless: The Polar Realm,3.0,,3.0
17,0,Sarah Gonzalez,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",3.0,,3.0
18,0,Sarah Gonzalez,The Huntress: Rune of the Dead,3.0,,3.0
19,0,Sarah Gonzalez,Tiny Giants 3D,3.0,,3.0
0,1,Alex Wallace,Knights of the Zodiac,3.0,,3.0
1,1,Alex Wallace,The Fate of the Furious,3.0,,3.0
2,1,Alex Wallace,Space,3.0,,3.0
3,1,Alex Wallace,"Ma Belle, My Beauty",3.0,,3.0
4,1,Alex Wallace,Charlie Chaplin: His Life & Work,3.0,,3.0
5,1,Alex Wallace,The Other Side of the Tracks,3.0,,3.0
6,1,Alex Wallace,The Academy of Magic,3.0,,3.0
7,1,Alex Wallace,A Real Life Underdog Story,3.0,,3.0
8,1,Alex Wallace,Wicked Lake,1.0,,1.0
9,1,Alex Wallace,Hitman: Agent 47,3.0,,3.0
10,1,Alex Wallace,Love in Harmony Valley,3.0,,3.0
11,1,Alex Wallace,Twelve Days,3.0,,3.0
12,1,Alex Wallace,The Roundup: No Way Out,3.0,,3.0
13,1,Alex Wallace,My Precious,3.0,,3.0
14,1,Alex Wallace,Early Bloomer,1.0,,1.0
15,1,Alex Wallace,SPEC: Heaven,3.0,,3.0
16,1,Alex Wallace,Speechless: The Polar Realm,3.0,,3.0
17,1,Alex Wallace,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",4.0,,4.0
18,1,Alex Wallace,The Huntress: Rune of the Dead,3.0,,3.0
19,1,Alex Wallace,Tiny Giants 3D,3.0,,3.0
0,2,Tom Lawson,Knights of the Zodiac,3.0,,3.0
1,2,Tom Lawson,The Fate of the Furious,3.0,,3.0
2,2,Tom Lawson,Space,3.0,,3.0
3,2,Tom Lawson,"Ma Belle, My Beauty",3.0,,3.0
4,2,Tom Lawson,Charlie Chaplin: His Life & Work,3.0,,3.0
5,2,Tom Lawson,The Other Side of the Tracks,3.0,,3.0
6,2,Tom Lawson,The Academy of Magic,5.0,,5.0
7,2,Tom Lawson,A Real Life Underdog Story,3.0,,3.0
8,2,Tom Lawson,Wicked Lake,1.0,,1.0
9,2,Tom Lawson,Hitman: Agent 47,3.0,,3.0
10,2,Tom Lawson,Love in Harmony Valley,3.0,,3.0
11,2,Tom Lawson,Twelve Days,3.0,,3.0
12,2,Tom Lawson,The Roundup: No Way Out,3.0,,3.0
13,2,Tom Lawson,My Precious,3.0,,3.0
14,2,Tom Lawson,Early Bloomer,8.0,,8.0
15,2,Tom Lawson,SPEC: Heaven,3.0,,3.0
16,2,Tom Lawson,Speechless: The Polar Realm,3.0,,3.0
17,2,Tom Lawson,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",3.0,,3.0
18,2,Tom Lawson,The Huntress: Rune of the Dead,3.0,,3.0
19,2,Tom Lawson,Tiny Giants 3D,3.0,,3.0
0,3,Emma Parker,Knights of the Zodiac,3.0,,3.0
1,3,Emma Parker,The Fate of the Furious,3.0,,3.0
2,3,Emma Parker,Space,3.0,,3.0
3,3,Emma Parker,"Ma Belle, My Beauty",3.0,,3.0
4,3,Emma Parker,Charlie Chaplin: His Life & Work,3.0,,3.0
5,3,Emma Parker,The Other Side of the Tracks,3.0,,3.0
6,3,Emma Parker,The Academy of Magic,3.0,,3.0
7,3,Emma Parker,A Real Life Underdog Story,3.0,,3.0
8,3,Emma Parker,Wicked Lake,1.0,,1.0
9,3,Emma Parker,Hitman: Agent 47,3.0,,3.0
10,3,Emma Parker,Love in Harmony Valley,3.0,,3.0
11,3,Emma Parker,Twelve Days,3.0,,3.0
12,3,Emma Parker,The Roundup: No Way Out,3.0,,3.0
13,3,Emma Parker,My Precious,3.0,,3.0
14,3,Emma Parker,Early Bloomer,8.0,,8.0
15,3,Emma Parker,SPEC: Heaven,3.0,,3.0
16,3,Emma Parker,Speechless: The Polar Realm,3.0,,3.0
17,3,Emma Parker,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",3.0,,3.0
18,3,Emma Parker,The Huntress: Rune of the Dead,1.0,,1.0
19,3,Emma Parker,Tiny Giants 3D,3.0,,3.0
0,0,Rachel Taylor,Zombie Fighters,1.0,,1.0
1,0,Rachel Taylor,Revolting Rhymes,3.0,,3.0
2,0,Rachel Taylor,Beauty Salon: Special Service 3,1.0,,1.0
3,0,Rachel Taylor,Pearl Harbor,3.0,,3.0
4,0,Rachel Taylor,Heaven Under The Sky,4.0,,4.0
5,0,Rachel Taylor,Paper Soldiers,3.0,,3.0
6,0,Rachel Taylor,The Fate of the Furious,3.0,,3.0
7,0,Rachel Taylor,Undercover Bridesmaid,3.0,,3.0
8,0,Rachel Taylor,"Ma Belle, My Beauty",3.0,,3.0
9,0,Rachel Taylor,Bodies of Desire,3.0,,3.0
10,0,Rachel Taylor,Sonic Drone Home,3.0,,3.0
11,0,Rachel Taylor,Rally Road Racers,3.0,,3.0
12,0,Rachel Taylor,Kowarekake no Orgel,3.0,,3.0
13,0,Rachel Taylor,Poor Rich Family,3.0,,3.0
14,0,Rachel Taylor,BlackBerry,3.0,,3.0
15,0,Rachel Taylor,Zoo Wars 2,3.0,,3.0
16,0,Rachel Taylor,SPEC: Heaven,3.0,,3.0
17,0,Rachel Taylor,Fire Cloud Evil God 2: Eighteen Dragon Palms,3.0,,3.0
18,0,Rachel Taylor,The Christmas Consultant,3.0,,3.0
19,0,Rachel Taylor,Love in Harmony Valley,3.0,,3.0
0,1,Michael Young,Zombie Fighters,1.0,,1.0
1,1,Michael Young,Revolting Rhymes,3.0,,3.0
2,1,Michael Young,Beauty Salon: Special Service 3,1.0,,1.0
3,1,Michael Young,Pearl Harbor,3.0,,3.0
4,1,Michael Young,Heaven Under The Sky,7.0,,7.0
5,1,Michael Young,Paper Soldiers,3.0,,3.0
6,1,Michael Young,The Fate of the Furious,3.0,,3.0
7,1,Michael Young,Undercover Bridesmaid,3.0,,3.0
8,1,Michael Young,"Ma Belle, My Beauty",3.0,,3.0
9,1,Michael Young,Bodies of Desire,1.0,,1.0
10,1,Michael Young,Sonic Drone Home,3.0,,3.0
11,1,Michael Young,Rally Road Racers,3.0,,3.0
12,1,Michael Young,Kowarekake no Orgel,3.0,,3.0
13,1,Michael Young,Poor Rich Family,3.0,,3.0
14,1,Michael Young,BlackBerry,3.0,,3.0
15,1,Michael Young,Zoo Wars 2,1.0,,1.0
16,1,Michael Young,SPEC: Heaven,3.0,,3.0
17,1,Michael Young,Fire Cloud Evil God 2: Eighteen Dragon Palms,1.0,,1.0
18,1,Michael Young,The Christmas Consultant,1.0,,1.0
19,1,Michael Young,Love in Harmony Valley,3.0,,3.0
0,2,Laura Jenkins,Zombie Fighters,1.0,,1.0
1,2,Laura Jenkins,Revolting Rhymes,3.0,,3.0
2,2,Laura Jenkins,Beauty Salon: Special Service 3,1.0,,1.0
3,2,Laura Jenkins,Pearl Harbor,3.0,,3.0
4,2,Laura Jenkins,Heaven Under The Sky,9.0,,9.0
5,2,Laura Jenkins,Paper Soldiers,3.0,,3.0
6,2,Laura Jenkins,The Fate of the Furious,3.0,,3.0
7,2,Laura Jenkins,Undercover Bridesmaid,3.0,,3.0
8,2,Laura Jenkins,"Ma Belle, My Beauty",3.0,,3.0
9,2,Laura Jenkins,Bodies of Desire,3.0,,3.0
10,2,Laura Jenkins,Sonic Drone Home,3.0,,3.0
11,2,Laura Jenkins,Rally Road Racers,3.0,,3.0
12,2,Laura Jenkins,Kowarekake no Orgel,3.0,,3.0
13,2,Laura Jenkins,Poor Rich Family,3.0,,3.0
14,2,Laura Jenkins,BlackBerry,3.0,,3.0
15,2,Laura Jenkins,Zoo Wars 2,1.0,,1.0
16,2,Laura Jenkins,SPEC: Heaven,3.0,,3.0
17,2,Laura Jenkins,Fire Cloud Evil God 2: Eighteen Dragon Palms,1.0,,1.0
18,2,Laura Jenkins,The Christmas Consultant,2.0,,2.0
19,2,Laura Jenkins,Love in Harmony Valley,3.0,,3.0
0,3,David Giu,Zombie Fighters,3.0,,3.0
1,3,David Giu,Revolting Rhymes,3.0,,3.0
2,3,David Giu,Beauty Salon: Special Service 3,1.0,,1.0
3,3,David Giu,Pearl Harbor,3.0,,3.0
4,3,David Giu,Heaven Under The Sky,3.0,,3.0
5,3,David Giu,Paper Soldiers,3.0,,3.0
6,3,David Giu,The Fate of the Furious,3.0,,3.0
7,3,David Giu,Undercover Bridesmaid,3.0,,3.0
8,3,David Giu,"Ma Belle, My Beauty",3.0,,3.0
9,3,David Giu,Bodies of Desire,3.0,,3.0
10,3,David Giu,Sonic Drone Home,3.0,,3.0
11,3,David Giu,Rally Road Racers,3.0,,3.0
12,3,David Giu,Kowarekake no Orgel,3.0,,3.0
13,3,David Giu,Poor Rich Family,3.0,,3.0
14,3,David Giu,BlackBerry,3.0,,3.0
15,3,David Giu,Zoo Wars 2,3.0,,3.0
16,3,David Giu,SPEC: Heaven,3.0,,3.0
17,3,David Giu,Fire Cloud Evil God 2: Eighteen Dragon Palms,1.0,,1.0
18,3,David Giu,The Christmas Consultant,3.0,,3.0
19,3,David Giu,Love in Harmony Valley,3.0,,3.0
0,0,Emily Griffiths,The In-Laws,5.0,,5.0
1,0,Emily Griffiths,Goodbye Herman,10.0,,10.0
2,0,Emily Griffiths,Ponts de Bordeaux: Technologie de haut vol,3.0,,3.0
3,0,Emily Griffiths,Love in Harmony Valley,9.0,,9.0
4,0,Emily Griffiths,Fire Cloud Evil God 2: Eighteen Dragon Palms,1.0,,1.0
5,0,Emily Griffiths,Cooking with Love,9.0,,9.0
6,0,Emily Griffiths,Urbanites - You Can't Rewind The Years,3.0,,3.0
7,0,Emily Griffiths,Anna Bond,3.0,,3.0
8,0,Emily Griffiths,The Final Say,3.0,,3.0
9,0,Emily Griffiths,Lenin and the Other Story of the Russian Revolution,3.0,,3.0
10,0,Emily Griffiths,Women of the Third Reich,3.0,,3.0
11,0,Emily Griffiths,Survivor,3.0,,3.0
12,0,Emily Griffiths,Kill Switch,3.0,,3.0
13,0,Emily Griffiths,"Ma Belle, My Beauty",3.0,,3.0
14,0,Emily Griffiths,Love on Safari,9.0,,9.0
15,0,Emily Griffiths,Altitude,3.0,,3.0
16,0,Emily Griffiths,Iceman,3.0,,3.0
17,0,Emily Griffiths,Jimi Hendrix: Hear My Train a Comin',3.0,,3.0
18,0,Emily Griffiths,The Factory,3.0,,3.0
19,0,Emily Griffiths,The Roundup: No Way Out,3.0,,3.0
0,1,Ethan Hayes,The In-Laws,3.0,,3.0
1,1,Ethan Hayes,Goodbye Herman,10.0,,10.0
2,1,Ethan Hayes,Ponts de Bordeaux: Technologie de haut vol,3.0,,3.0
3,1,Ethan Hayes,Love in Harmony Valley,9.0,,9.0
4,1,Ethan Hayes,Fire Cloud Evil God 2: Eighteen Dragon Palms,3.0,,3.0
5,1,Ethan Hayes,Cooking with Love,9.0,,9.0
6,1,Ethan Hayes,Urbanites - You Can't Rewind The Years,1.0,,1.0
7,1,Ethan Hayes,Anna Bond,3.0,,3.0
8,1,Ethan Hayes,The Final Say,9.0,,9.0
9,1,Ethan Hayes,Lenin and the Other Story of the Russian Revolution,3.0,,3.0
10,1,Ethan Hayes,Women of the Third Reich,2.0,,2.0
11,1,Ethan Hayes,Survivor,3.0,,3.0
12,1,Ethan Hayes,Kill Switch,3.0,,3.0
13,1,Ethan Hayes,"Ma Belle, My Beauty",3.0,,3.0
14,1,Ethan Hayes,Love on Safari,9.0,,9.0
15,1,Ethan Hayes,Altitude,3.0,,3.0
16,1,Ethan Hayes,Iceman,3.0,,3.0
17,1,Ethan Hayes,Jimi Hendrix: Hear My Train a Comin',3.0,,3.0
18,1,Ethan Hayes,The Factory,3.0,,3.0
19,1,Ethan Hayes,The Roundup: No Way Out,3.0,,3.0
0,2,Olivia Ingram,The In-Laws,3.0,,3.0
1,2,Olivia Ingram,Goodbye Herman,10.0,,10.0
2,2,Olivia Ingram,Ponts de Bordeaux: Technologie de haut vol,3.0,,3.0
3,2,Olivia Ingram,Love in Harmony Valley,9.0,,9.0
4,2,Olivia Ingram,Fire Cloud Evil God 2: Eighteen Dragon Palms,1.0,,1.0
5,2,Olivia Ingram,Cooking with Love,9.0,,9.0
6,2,Olivia Ingram,Urbanites - You Can't Rewind The Years,1.0,,1.0
7,2,Olivia Ingram,Anna Bond,3.0,,3.0
8,2,Olivia Ingram,The Final Say,7.0,,7.0
9,2,Olivia Ingram,Lenin and the Other Story of the Russian Revolution,3.0,,3.0
10,2,Olivia Ingram,Women of the Third Reich,1.0,,1.0
11,2,Olivia Ingram,Survivor,2.0,,2.0
12,2,Olivia Ingram,Kill Switch,3.0,,3.0
13,2,Olivia Ingram,"Ma Belle, My Beauty",1.0,,1.0
14,2,Olivia Ingram,Love on Safari,9.0,,9.0
15,2,Olivia Ingram,Altitude,3.0,,3.0
16,2,Olivia Ingram,Iceman,3.0,,3.0
17,2,Olivia Ingram,Jimi Hendrix: Hear My Train a Comin',3.0,,3.0
18,2,Olivia Ingram,The Factory,1.0,,1.0
19,2,Olivia Ingram,The Roundup: No Way Out,1.0,,1.0
0,3,Oliver v,The In-Laws,3.0,,3.0
1,3,Oliver v,Goodbye Herman,9.0,,9.0
2,3,Oliver v,Ponts de Bordeaux: Technologie de haut vol,3.0,,3.0
3,3,Oliver v,Love in Harmony Valley,9.0,,9.0
4,3,Oliver v,Fire Cloud Evil God 2: Eighteen Dragon Palms,1.0,,1.0
5,3,Oliver v,Cooking with Love,8.0,,8.0
6,3,Oliver v,Urbanites - You Can't Rewind The Years,1.0,,1.0
7,3,Oliver v,Anna Bond,3.0,,3.0
8,3,Oliver v,The Final Say,7.0,,7.0
9,3,Oliver v,Lenin and the Other Story of the Russian Revolution,3.0,,3.0
10,3,Oliver v,Women of the Third Reich,3.0,,3.0
11,3,Oliver v,Survivor,3.0,,3.0
12,3,Oliver v,Kill Switch,3.0,,3.0
13,3,Oliver v,"Ma Belle, My Beauty",3.0,,3.0
14,3,Oliver v,Love on Safari,9.0,,9.0
15,3,Oliver v,Altitude,3.0,,3.0
16,3,Oliver v,Iceman,3.0,,3.0
17,3,Oliver v,Jimi Hendrix: Hear My Train a Comin',3.0,,3.0
18,3,Oliver v,The Factory,3.0,,3.0
19,3,Oliver v,The Roundup: No Way Out,3.0,,3.0
0,0,Emily Peterson,Chris Porter: Screaming from the Cosmos,3.0,,3.0
1,0,Emily Peterson,Sneakerella,3.0,,3.0
2,0,Emily Peterson,"Lord, I Believe",3.0,,3.0
3,0,Emily Peterson,I Know You're Afraid Too,3.0,,3.0
4,0,Emily Peterson,Beauty Salon: Special Service 3,3.0,,3.0
5,0,Emily Peterson,The Good Soldier Shweik,3.0,,3.0
6,0,Emily Peterson,A Real Life Underdog Story,3.0,,3.0
7,0,Emily Peterson,Anna Bond,3.0,,3.0
8,0,Emily Peterson,Voyager: To the Final Frontier,3.0,,3.0
9,0,Emily Peterson,Prologue,3.0,,3.0
10,0,Emily Peterson,"Ma Belle, My Beauty",3.0,,3.0
11,0,Emily Peterson,The Motor City Slice,3.0,,3.0
12,0,Emily Peterson,Agent Toby Barks,3.0,,3.0
13,0,Emily Peterson,Devil's Fairground,3.0,,3.0
14,0,Emily Peterson,Love on Safari,3.0,,3.0
15,0,Emily Peterson,Dream Home,3.0,,3.0
16,0,Emily Peterson,Crater,5.0,,5.0
17,0,Emily Peterson,Speechless: The Polar Realm,3.0,,3.0
18,0,Emily Peterson,The Huntress: Rune of the Dead,7.0,,7.0
19,0,Emily Peterson,Berliner,3.0,,3.0
0,1,Ethan Simmons,Chris Porter: Screaming from the Cosmos,3.0,,3.0
1,1,Ethan Simmons,Sneakerella,3.0,,3.0
2,1,Ethan Simmons,"Lord, I Believe",3.0,,3.0
3,1,Ethan Simmons,I Know You're Afraid Too,3.0,,3.0
4,1,Ethan Simmons,Beauty Salon: Special Service 3,3.0,,3.0
5,1,Ethan Simmons,The Good Soldier Shweik,3.0,,3.0
6,1,Ethan Simmons,A Real Life Underdog Story,3.0,,3.0
7,1,Ethan Simmons,Anna Bond,3.0,,3.0
8,1,Ethan Simmons,Voyager: To the Final Frontier,3.0,,3.0
9,1,Ethan Simmons,Prologue,3.0,,3.0
10,1,Ethan Simmons,"Ma Belle, My Beauty",3.0,,3.0
11,1,Ethan Simmons,The Motor City Slice,3.0,,3.0
12,1,Ethan Simmons,Agent Toby Barks,3.0,,3.0
13,1,Ethan Simmons,Devil's Fairground,3.0,,3.0
14,1,Ethan Simmons,Love on Safari,3.0,,3.0
