item,user,user_name,item_name,LLM_rating,LLM_interaction_HTML,rating,should_be
64,1,Sophia Evans,Paper Soldiers,9.0,,9.0,>=9
65,1,Sophia Evans,Chris Porter: Screaming from the Cosmos,9.0,,9.0,>=9
66,1,Sophia Evans,The Good Soldier Shweik,9.0,,9.0,>=9
67,1,Sophia Evans,"Tom, Dick and Harriet",9.0,,9.0,>=9
68,1,Sophia Evans,The Christmas Consultant,9.0,,9.0,>=9
69,1,Sophia Evans,A Dogwalker's Christmas Tale,9.0,,9.0,>=9
70,1,Sophia Evans,Revolting Rhymes,9.0,,9.0,>=9
71,1,Sophia Evans,Cooking with Love,9.0,,9.0,>=9
72,1,Sophia Evans,Venus im vierten Haus,9.0,,9.0,>=9
73,1,Sophia Evans,Mary's Land,9.0,,9.0,>=9
74,1,Sophia Evans,Critters Attack!,9.0,,9.0,>=9
75,1,Sophia Evans,Agent Toby Barks,9.0,,9.0,>=9
76,1,Sophia Evans,Book of Laughter,9.0,,9.0,>=9
77,1,Sophia Evans,Goodbye Herman,9.0,,9.0,>=9
78,1,Sophia Evans,BlackBerry,9.0,,9.0,>=9
79,1,Sophia Evans,Ponts de Bordeaux: Technologie de haut vol,9.0,,9.0,>=9
80,1,Sophia Evans,A Real Life Underdog Story,9.0,,9.0,>=9
81,1,Sophia Evans,Hijacked: Flight 73,9.0,,9.0,>=9
82,1,Sophia Evans,Brainwashed: Sex-Camera-Power,9.0,,9.0,>=9
83,1,Sophia Evans,The Last Mountain,9.0,,9.0,>=9
84,1,Sophia Evans,Wir Kinder vom Bahnhof Zoo – Lost Generation,9.0,,9.0,>=9
85,1,Sophia Evans,Women of the Third Reich,9.0,,9.0,>=9
86,1,Sophia Evans,Out,9.0,,9.0,>=9
87,1,Sophia Evans,Lenin and the Other Story of the Russian Revolution,9.0,,9.0,>=9
88,1,Sophia Evans,Jimi Hendrix: Hear My Train a Comin',9.0,,9.0,>=9
89,1,Sophia Evans,Freedom or Death!,9.0,,9.0,>=9
90,1,Sophia Evans,A Better Life,9.0,,9.0,>=9
91,1,Sophia Evans,Speechless: The Polar Realm,9.0,,9.0,>=9
92,1,Sophia Evans,Voyager: To the Final Frontier,9.0,,9.0,>=9
93,1,Sophia Evans,Buying Sex,9.0,,9.0,>=9
94,1,Sophia Evans,Urbanites - You Can't Rewind The Years,9.0,,9.0,>=9
95,1,Sophia Evans,Berliner,9.0,,9.0,>=9
96,1,Sophia Evans,September,9.0,,9.0,>=9
97,1,Sophia Evans,Charlie Chaplin: His Life & Work,9.0,,9.0,>=9
98,1,Sophia Evans,Hitler's Britain,9.0,,9.0,>=9
99,1,Sophia Evans,Futari wa Precure: Max Heart Movie,9.0,,9.0,>=9
100,1,Sophia Evans,Pokémon 3D Adventure: Find Mew!,9.0,,9.0,>=9
101,1,Sophia Evans,Spider-Man 3,9.0,,9.0,>=9
102,1,Sophia Evans,The Invisible,9.0,,9.0,>=9
103,1,Sophia Evans,Sweet Rain: Accuracy of Death,9.0,,9.0,>=9
104,1,Sophia Evans,The Other Side of the Tracks,9.0,,9.0,>=9
105,1,Sophia Evans,Duyung,9.0,,9.0,>=9
106,1,Sophia Evans,Skellig,9.0,,9.0,>=9
107,1,Sophia Evans,Jaane Kahan Se Aayi Hai,9.0,,9.0,>=9
108,1,Sophia Evans,SPEC: Heaven,9.0,,9.0,>=9
109,1,Sophia Evans,Survivor,9.0,,9.0,>=9
110,1,Sophia Evans,Iceman,9.0,,9.0,>=9
111,1,Sophia Evans,Arthur & Merlin,9.0,,9.0,>=9
112,1,Sophia Evans,The Age of Adaline,9.0,,9.0,>=9
113,1,Sophia Evans,Zombies Have Fallen,9.0,,9.0,>=9
114,1,Sophia Evans,Super Monsters Furever Friends,9.0,,9.0,>=9
115,1,Sophia Evans,Bloodsuckers,9.0,,9.0,>=9
116,1,Sophia Evans,Remain In Twilight,9.0,,9.0,>=9
117,1,Sophia Evans,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",9.0,,9.0,>=9
118,1,Sophia Evans,Knights of the Zodiac,9.0,,9.0,>=9
119,1,Sophia Evans,Holy,9.0,,9.0,>=9
120,1,Sophia Evans,Twelve Days,9.0,,9.0,>=9
121,1,Sophia Evans,My Precious,9.0,,9.0,>=9
122,1,Sophia Evans,Love in Harmony Valley,9.0,,9.0,>=9
123,1,Sophia Evans,Seal of Desire,9.0,,9.0,>=9
124,1,Sophia Evans,Greyson Family Christmas,9.0,,9.0,>=9
125,1,Sophia Evans,"Ma Belle, My Beauty",9.0,,9.0,>=9
126,1,Sophia Evans,Bodies of Desire,9.0,,9.0,>=9
127,1,Sophia Evans,Love on Safari,9.0,,9.0,>=9
128,1,Sophia Evans,Christmas Wedding Planner,9.0,,9.0,>=9
129,1,Sophia Evans,Beauty Salon: Special Service 3,9.0,,9.0,>=9
130,1,Sophia Evans,Love Takes Flight,9.0,,9.0,>=9
131,1,Sophia Evans,Voice from the Stone,9.0,,9.0,>=9
132,1,Sophia Evans,Cinta Selamanya,9.0,,9.0,>=9
133,1,Sophia Evans,Your Place or Mine?,9.0,,9.0,>=9
134,1,Sophia Evans,Undercover Bridesmaid,9.0,,9.0,>=9
135,1,Sophia Evans,Anna Bond,9.0,,9.0,>=9
136,1,Sophia Evans,Made of Honor,9.0,,9.0,>=9
137,1,Sophia Evans,Adam & Steve,9.0,,9.0,>=9
138,1,Sophia Evans,Life or Something Like It,9.0,,9.0,>=9
139,1,Sophia Evans,The Greenskeeper,9.0,,9.0,>=9
140,1,Sophia Evans,Vulgar,9.0,,9.0,>=9
141,1,Sophia Evans,The Triangle,9.0,,9.0,>=9
142,1,Sophia Evans,Rise: Blood Hunter,9.0,,9.0,>=9
143,1,Sophia Evans,Wicked Lake,9.0,,9.0,>=9
144,1,Sophia Evans,Dream Home,9.0,,9.0,>=9
145,1,Sophia Evans,Ingression,9.0,,9.0,>=9
146,1,Sophia Evans,Legion of the Dead,9.0,,9.0,>=9
147,1,Sophia Evans,2-Headed Shark Attack,9.0,,9.0,>=9
148,1,Sophia Evans,Parasyte: Part 2,9.0,,9.0,>=9
149,1,Sophia Evans,Swamp Freak,9.0,,9.0,>=9
150,1,Sophia Evans,The Basement,9.0,,9.0,>=9
151,1,Sophia Evans,The Factory,9.0,,9.0,>=9
152,1,Sophia Evans,Zombie Fighters,9.0,,9.0,>=9
153,1,Sophia Evans,Edgar Allen Poe's Ligeia,9.0,,9.0,>=9
154,1,Sophia Evans,We Summon the Darkness,9.0,,9.0,>=9
155,1,Sophia Evans,Spookiz: The Movie,9.0,,9.0,>=9
156,1,Sophia Evans,The Huntress: Rune of the Dead,9.0,,9.0,>=9
157,1,Sophia Evans,The Beta Test,9.0,,9.0,>=9
158,1,Sophia Evans,Undeaducated,9.0,,9.0,>=9
0,2,Benjamin Murphy,The Roundup: No Way Out,5.0,,5.0,>=9
1,2,Benjamin Murphy,A Killer Romance,5.0,,5.0,>=9
2,2,Benjamin Murphy,Breakout,5.0,,5.0,>=9
3,2,Benjamin Murphy,Rev,5.0,,5.0,>=9
4,2,Benjamin Murphy,Fire Cloud Evil God 2: Eighteen Dragon Palms,5.0,,5.0,>=9
5,2,Benjamin Murphy,Devil's Fairground,5.0,,5.0,>=9
6,2,Benjamin Murphy,Space,5.0,,5.0,>=9
7,2,Benjamin Murphy,Daniel Craig vs James Bond,5.0,,5.0,>=9
8,2,Benjamin Murphy,Enemy Within,5.0,,5.0,>=9
9,2,Benjamin Murphy,S.W.A.T.: Under Siege,5.0,,5.0,>=9
10,2,Benjamin Murphy,Kill Switch,5.0,,5.0,>=9
11,2,Benjamin Murphy,Altitude,5.0,,5.0,>=9
12,2,Benjamin Murphy,The Fate of the Furious,5.0,,5.0,>=9
13,2,Benjamin Murphy,Hitman: Agent 47,5.0,,5.0,>=9
14,2,Benjamin Murphy,Absolute Zero,5.0,,5.0,>=9
15,2,Benjamin Murphy,Submarine 707 Revolution,5.0,,5.0,>=9
16,2,Benjamin Murphy,X-Men: The Last Stand,5.0,,5.0,>=9
17,2,Benjamin Murphy,The Day After Tomorrow,5.0,,5.0,>=9
18,2,Benjamin Murphy,The In-Laws,5.0,,5.0,>=9
19,2,Benjamin Murphy,Pearl Harbor,5.0,,5.0,>=9
20,2,Benjamin Murphy,"Lord, I Believe",5.0,,5.0,>=9
21,2,Benjamin Murphy,Shrek,5.0,,5.0,>=9
22,2,Benjamin Murphy,Early Bloomer,5.0,,5.0,>=9
23,2,Benjamin Murphy,Princess Stories Volume Two: Tales of Friendship,5.0,,5.0,>=9
24,2,Benjamin Murphy,Dora the Explorer: Undercover Dora,5.0,,5.0,>=9
25,2,Benjamin Murphy,The Garden of Sinners: The Hollow Shrine,5.0,,5.0,>=9
26,2,Benjamin Murphy,Space Chimps 2: Zartog Strikes Back,5.0,,5.0,>=9
27,2,Benjamin Murphy,Kowarekake no Orgel,5.0,,5.0,>=9
28,2,Benjamin Murphy,Chelsea Manning Had Secrets,5.0,,5.0,>=9
29,2,Benjamin Murphy,Epic,5.0,,5.0,>=9
30,2,Benjamin Murphy,Exploring New Horizons,5.0,,5.0,>=9
31,2,Benjamin Murphy,Prologue,5.0,,5.0,>=9
32,2,Benjamin Murphy,The Motor City Slice,5.0,,5.0,>=9
33,2,Benjamin Murphy,Parralel,5.0,,5.0,>=9
34,2,Benjamin Murphy,Zoo Wars 2,5.0,,5.0,>=9
35,2,Benjamin Murphy,Scoob!,5.0,,5.0,>=9
36,2,Benjamin Murphy,The Academy of Magic,5.0,,5.0,>=9
37,2,Benjamin Murphy,Armstrong,5.0,,5.0,>=9
38,2,Benjamin Murphy,Spider-Man: Across the Spider-Verse,5.0,,5.0,>=9
39,2,Benjamin Murphy,I Know You're Afraid Too,5.0,,5.0,>=9
40,2,Benjamin Murphy,The Little Mermaid,5.0,,5.0,>=9
41,2,Benjamin Murphy,The Final Say,5.0,,5.0,>=9
42,2,Benjamin Murphy,"Cases of Teens: The Nerd, the Brute and the Rocker",5.0,,5.0,>=9
43,2,Benjamin Murphy,Rally Road Racers,5.0,,5.0,>=9
44,2,Benjamin Murphy,Crater,5.0,,5.0,>=9
45,2,Benjamin Murphy,Heaven Under The Sky,5.0,,5.0,>=9
46,2,Benjamin Murphy,Detective Bruno,5.0,,5.0,>=9
47,2,Benjamin Murphy,Sonic Drone Home,5.0,,5.0,>=9
48,2,Benjamin Murphy,Sneakerella,5.0,,5.0,>=9
49,2,Benjamin Murphy,The Snail and the Whale,5.0,,5.0,>=9
50,2,Benjamin Murphy,Poor Rich Family,5.0,,5.0,>=9
51,2,Benjamin Murphy,Blurt!,5.0,,5.0,>=9
52,2,Benjamin Murphy,Luis and the Aliens,5.0,,5.0,>=9
53,2,Benjamin Murphy,Trek: The Movie,5.0,,5.0,>=9
54,2,Benjamin Murphy,Thomas & Friends: The Great Race,5.0,,5.0,>=9
55,2,Benjamin Murphy,Bling,5.0,,5.0,>=9
56,2,Benjamin Murphy,Tiny Giants 3D,5.0,,5.0,>=9
57,2,Benjamin Murphy,Trennung auf Italienisch,5.0,,5.0,>=9
58,2,Benjamin Murphy,Ta Ra Rum Pum,5.0,,5.0,>=9
59,2,Benjamin Murphy,Just My Luck,5.0,,5.0,>=9
60,2,Benjamin Murphy,L'estate del mio primo bacio,5.0,,5.0,>=9
61,2,Benjamin Murphy,The Break-Up,5.0,,5.0,>=9
62,2,Benjamin Murphy,The Deviants,5.0,,5.0,>=9
63,2,Benjamin Murphy,I Was a Teenage Faust,5.0,,5.0,>=9
64,2,Benjamin Murphy,Paper Soldiers,5.0,,5.0,>=9
65,2,Benjamin Murphy,Chris Porter: Screaming from the Cosmos,5.0,,5.0,>=9
66,2,Benjamin Murphy,The Good Soldier Shweik,5.0,,5.0,>=9
67,2,Benjamin Murphy,"Tom, Dick and Harriet",5.0,,5.0,>=9
68,2,Benjamin Murphy,The Christmas Consultant,5.0,,5.0,>=9
69,2,Benjamin Murphy,A Dogwalker's Christmas Tale,5.0,,5.0,>=9
70,2,Benjamin Murphy,Revolting Rhymes,5.0,,5.0,>=9
71,2,Benjamin Murphy,Cooking with Love,5.0,,5.0,>=9
72,2,Benjamin Murphy,Venus im vierten Haus,5.0,,5.0,>=9
73,2,Benjamin Murphy,Mary's Land,5.0,,5.0,>=9
74,2,Benjamin Murphy,Critters Attack!,5.0,,5.0,>=9
75,2,Benjamin Murphy,Agent Toby Barks,5.0,,5.0,>=9
76,2,Benjamin Murphy,Book of Laughter,5.0,,5.0,>=9
77,2,Benjamin Murphy,Goodbye Herman,5.0,,5.0,>=9
78,2,Benjamin Murphy,BlackBerry,5.0,,5.0,>=9
